,DocID,Dialogue,Model,Summary,origin
77,13863084,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P",gpt4-32k-0613,"Jake has managed to pull his first TOTW (Team of the Week) of the year in a game and is planning to sell it after trying it out in a few matches, as it's not a good fit for his squads. Tom compliments Jake's luck as he himself hasn't had good luck with pulls this year. However, Jake reminds him that his gaming skills don't require great players. Tom light-heartedly remarks that he likes shiny things.",FacEval
78,13728835,"Ludo: hi mum, did you arrive at school?
Mum: yes , i'm in front of the door: you 're room 112 with Hugo and Charles.
Ludo: and do you know my class number?
Mum: yes class 3, as Hugo and Charles
Ludo: good, so cool
Mum: I'll show you the picture of the listing, but i couldn't manage to see the room.
Ludo: Ok no problem
Mum: the building is quite big and there is also a huge garden, you'll have room enough
Ludo: Yes i saw
Mum: i have to go, meeting is starting
Ludo: ok thanks
Mum: don't wait for me",gpt4-32k-0613,Ludo's mom has arrived at his school and confirmed that he's in room 112 with Hugo and Charles. She also confirms that they're in class 3. She mentions the school has a large building with a huge garden. She needs to start her meeting and tells Ludo not to wait for her.,FacEval
79,13818511,"Joanne: What are your plans for the holidays?
Evelyn: Nothing. Ill stay at home and rest.
Joanne: You must be exhausted after the past few weeks
Evelyn: Its been hectic
Joanne: Im going back home.
Evelyn: To France?
Joanne: Yes. Not that I want to go
Evelyn: Why? You always liked spending Christmas with your family.
Joanne: I did. But my parents separated a few months ago
Joanne: It is still pretty tense
Evelyn: Im sorry to hear that
Joanne: My dad left my mum for his secretary
Joanne: Such a clich 
Joanne: My mum is devastated
Joanne: So Im basically going to cheer her up 
Joanne: Its really hard for her now
Joanne: For me its also not easy
Evelyn: I can imagine!
Evelyn: If you want to bring your mum over here we could spend Christmas together.
Joanne: Thanks, thats really sweet. But I dont think shes in a condition for that. Shes been very depressive lately.",gpt4-32k-0613,"Joanne and Evelyn discuss their holiday plans. Evelyn will be staying home to rest, while Joanne is reluctantly returning to France to spend time with her family following her parents' recent separation. Joanne's father left her mother for his secretary, and the situation has left her mother devastated and depressed. Joanne intends to go cheer her up. Evelyn offers to spend Christmas with Joanne and her mother, but Joanne declines due to her mother's depressive state.",FacEval
80,13862536,"Robert: Hi mate! Are you still at your office? If you are how about grabbing some coffee? I'm meeting Darek at 5pm, but I will be around at 3pm already :)
Gabriel: Hi Robert! Sorry for late response, didn't see your message. Also I've quit the office about a month ago, sorry. How are you doing?
Robert: I casually came to visit my old pals. Long story. I thought I could catch you somewhere, but maybe next time then ;). How are you doing? Where are you nowadays?
Gabriel: I'm OK. I'm at home, looking into what I'm doing next...Well I hope you will enjoy your meeting",gpt4-32k-0613,Robert messages Gabriel asking him for a coffee hangout as he is meeting Darek at 5pm. Gabriel responds by informing Robert that he is no longer at the office and is currently at home planning his next steps. Robert expresses hope to catch up with Gabriel next time.,FacEval
81,13730484,"Molly: D':
Luca: What???
Molly: I can't think anymore today!
Luca: LOL!
Molly: Seriously!
Luca: Deep breath...
Molly: It's the silly season, isn't it?
Luca: Yep. Just hang in there.
Molly: Trying...
Luca: Try harder! LOL!
Molly: Driving me nuts!
Luca: I know, but you can't let it get you down!
Molly: Yeah, you're right.
Luca: Of course I am! LOL!
Molly: Modest, too.",gpt4-32k-0613,"Molly is feeling overwhelmed and frustrated, possibly due to stress from the holiday season. Luca tries to comfort her and encourages her to stay positive, despite the stress. He makes light-hearted remarks to keep the conversation casual, even though Molly is struggling. Molly acknowledges Luca's advice and his confidence in his own wisdom.",FacEval
82,13680611,"Steve: BTW, USA won last night!
Gulab: I forgot to check!
Steve: England playing tomorrow at 2:00!
Gulab: That's right, Croatia?
Steve: Yep.",gpt4-32k-0613,"Steve informed Gulab that the USA won their game last night. Steve also mentioned that England is scheduled to play against Croatia tomorrow at 2:00, which Gulab confirmed.",FacEval
83,13681441,"Joanna: They are sending emails about Lewandowska.
Merve: What happened?
Joanna: <file_photo> 
Merve: Wooow!
Joanna: She is hospitalized because she has measles.
Merve: She had what?
Joanna: Anyone who had contact with her within the last couple of days must get vaccinated.
Merve: Luckily I didn't see her since the last semester...
Joanna: I did, she is my thesis mentor :(
Merve: What will you do?
Joanna: They are organizing vaccinations in the main building from 17th until 19th.
Merve: You have to go!
Joanna: I know... And I just started working so I really don't have a lot of time.
Merve: Come on, this is really important.
Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day...",gpt4-32k-0613,"Lewandowska, who is a thesis mentor to Joanna, has been hospitalized due to measles. Joanna has received an email about this, also advising that anyone who has been in contact with Lewandowska in recent days must get vaccinated. The university is organizing vaccinations from the 17th to the 19th. Joanna, who just started a new job, plans to try and get the vaccine before work on the 18th.",FacEval
84,13682118,"Ben: pizza tonight?
Steven: sure thing!
Ben: at Marco's?
Steven: (y)",gpt4-32k-0613,Ben and Steven agree to have pizza at Marco's for dinner.,FacEval
85,13730094,"Pam: Hey I lost my phone so if you need something message me here
Dot: Oh now how??
Pam: I went shopping and when I was paying I must have left my phone on the counter
Dot: Did you come back to check if they found it?
Pam: I talked to every single store I visited and nothing :(
Dot: It was an iphone right?
Pam: Yeah, I've only had it for half a year
Dot: But there's an option where you can display something on the screen
Pam: How?
Dot: You have to log into your apple account and there is an instruction
Pam: Cool!! I have to check it out
Dot: You could promise a reward and post someone's phone number
Pam: I'll do that!! Thanks!!
Dot: I hope you find it :*",gpt4-32k-0613,"Pam lost her phone while she was out shopping and despite checking all the stores she visited, she was unable to find it. Her friend Dot, knowing it's an iPhone, suggests that Pam can log into her Apple account and follow instructions to display a message on the screen, potentially offering a reward for its return. Pam is grateful for Dot's advice and decides to try it.",FacEval
86,13830135,"Celine: <file_picture>
Mia: where are you?
Celine: We went on skates.
Mia: Mark knows how to skate?
Celine: No.
Celine: It's his first time.
Celine: Thanks to that, we have a lot of fun here
Mia: I would like to be there with you",gpt4-32k-0613,Celine sends a picture to Mia from a fun skate outing she is having with Mark. It's Mark's first time skating which adds to their enjoyment. Mia mentions she would love to join them.,FacEval
87,13820984,"Carmen: how are you feeling, Viola? it is so so close...
Alfred: My dearest Viola <3
Viola: I think as one's feeling before the wedding - a little bit light in the stomach! ive got some things to organize still!
Carmen: i will be on friday night, i could give you a helping hand :))
Viola: Thanks darling, i will let you know x
Carmen: (Y) my number just in case +00123456789
Viola: (Y) <3",gpt4-32k-0613,"Viola is feeling light in the stomach due to her upcoming wedding. She mentioned to her friend Carmen that she still has some things to organize. Carmen, being supportive, offered to help Viola on Friday night. They exchanged contact details in case Viola needs her help.",FacEval
88,13681924,"Sophia: I'm sorry
Mason: It's fine
Sophia: Ok...If u was there, I would give you a hot kiss for apologize
Mason: Hahaha. You still send me a photo one
Sophia: What photo?
Mason: Kiss photo. Haha
Sophia: Hehe I sent u already such a photo
Mason: Another one wouldn't hurt
Sophia: Maybe later :) When I take a shower and look good
Mason: And who says you don't look good now ?
Sophia: Me
Mason: Let me be the judge of that
Sophia: No
Mason: I'll still love you the same. Whether you have make up or not
Sophia: Hehe but I don't  want u to see me when I do not look good
Mason: You must
Sophia: I must what?
Mason: Send me the kiss now
Sophia: Haha
Mason: Doesn't matter how you look, you'll still look good to me
Sophia: Hahah
Sophia: <file_photo>",gpt4-32k-0613,"Sophia apologizes to Mason and offers a hot kiss which she can't physically give. They discuss sending a photo of a kiss instead. Mason insists on her beauty regardless of her physical appearances and requests for the photo immediately but Sophia defers, insisting she wants to look her best. Eventually, she decides to send the photo.",FacEval
89,13729704,"Ewan: Uncle I graduated!
Uncle Jayson: My nephew gradumacated! 
Uncle Jayson: How time flies congrats!
Ewan: Haha thanks! Gradiated! 
Uncle Jayson:",gpt4-32k-0613,"Ewan informs his Uncle Jayson that he has graduated. Uncle Jayson responds humorously and expresses how quickly time has passed, while offering his congratulations. Ewan thanks him and humorously mimics his uncle's play on words.",FacEval
90,13681482,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",gpt4-32k-0613,Derek McCarthy asks Filip if he could borrow an Android cable as he is almost out of charge. Tommy responds saying he is in Poland but offers to call his wife to give Derek one. He provides his address: 67 Glenoaks close. Derek appreciates the help. Tommy advises his wife might be at work but will be home around 8:15 pm. He also mentions his wife's name is Paulina.,FacEval
91,13819472,"Jenny: Are we going to that concert on Saturday
Jeremy: sure, it's the only opportunity to hear them
Joan: but we could start with a drink
Jenny: I don't know anything affordable nearby
Jeremy: and Barcelona?
Jenny: Where is it? 
Jeremy: 8th av
Jenny: perfect",gpt4-32k-0613,"Jenny, Jeremy, and Joan plan to attend a concert on Saturday. Joan suggests having a drink before the concert, though Jenny is concerned about affordability. Jeremy suggests Barcelona on 8th Avenue as a potential location. Jenny agrees to this.",FacEval
92,13717358,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2",gpt4-32k-0613,"Ethan announced a Solstafir concert on 21.11 and asked who was going. Noah was surprised by the news and noted he might have to work late that day. Leo declared he's going and encouraged Noah to also come. Archie stated he won't attend as there are better concerts. Noah promised to look into his schedule, expressing regret at the possibility of missing the concert.",FacEval
93,13828110,"Rita: I need some info on you client.
Helen: Which one?
Rita: Salvage Industries.
Helen: Yeah? What do you need?
Rita: What's their major business.
Helen: They are into waste disposal.
Rita: I thought so.
Rita: You think they are legit.
Helen: What do you mean?!
Helen: Of course, they are legit.
Rita: Got a favor to ask. Can you double check if they have no PR problems?
Helen: I don't think so. But I'll check it for you.
Rita: You are a dear, Helen.
Helen: I sure am:)",gpt4-32k-0613,"Rita inquired about Helen's client, Salvage Industries, wanting to know their primary business operation, which Helen revealed as waste disposal. Rita asked Helen to confirm if the company has a clean public reputation. Despite voicing her belief in the company's legitimacy, Helen agreed to double-check irrespective.",FacEval
94,13828779,"Natalie: can you send me the recipe for your famous cheesecake, please?
Monica: Sure, just a sec
Monica: <file_photo>
Natalie: Thank you, yummmmmmie <3",gpt4-32k-0613,"Natalie asked Monica for her famous cheesecake recipe, which Monica provided to her. Natalie expressed her enthusiasm and thanked Monica.",FacEval
95,13821583,"Laura: Hey I have bad news 
Kristian: Is your mom ok? 
Laura: She passed away this morning
Laura: 
Kristian: Oh noo
Kristian: My condolences so sorry!
Anne: I am so sorry to hear that 
Laura: She fought hard
Laura: It was a hard battle
Kristian: You want us to come see you? 
Anne: We want to spend more time with u now
Laura: Sure
Anne: Stay strong girl",gpt4-32k-0613,"Laura informs Kristian and Anne that her mother has passed away after a long battle, eliciting expressions of sympathy from them. They offer to visit her to provide comfort, and she agrees.",FacEval
96,13730105,"Anna: Still, great app! And it's for men too! U choose ur sex and then add photos of clothes :)
Peter: Is there a minimum number of clothes I should add?
Anna: No! And there is no maximum! You can add as many as u want!
Peter: So if I only add 3 items, I will always get the same results?
Anna: Ur still making fun of me!
Peter: I just don't get it. Every morning I approach my wardrobe, open it, choose the clothes I want to wear or prepare them the previous day and that's it. I don't need an app to tell me what to wear with what.
Anna: Okay... Let's play a game. 
Peter: You're not going to make me cut my fingers off?
Anna: No ;) how many pairs of trousers do u have?
Peter: 5 or 6.
Anna: How many shirts do you have?
Peter: T-shirts or regular shirts?
Anna: Shirts. Let's focus on ur work look.
Peter: 3 or 4.
Anna: What about jackets?
Peter: 2.
Anna: Great! Now imagine I have 12 shirts, 10 pairs of trousers, and 6 jackets. And I have to decide what to wear in a split second.
Peter: All right. It's slowly dawning on me.",gpt4-32k-0613,"Anna is explaining to Peter about an app which helps to choose outfits from the clothes added into it. Peter questions its utility, not understanding the need for it as he prepares his clothing the previous day. Anna explains her situation of having a larger wardrobe and the difficulty of making quick decisions which helps Peter comprehend the need for such an app.",FacEval
97,13730730,"Annie: Are you going to be at school?
Christine: Not tomorrow. I am not well.
Annie: Oh noes! What happened?
Christine: Got the flu, I think.
Annie: what's your temperature?
Christine: Not high, I'm not running a fever or anything
Annie: Are you eating ok?
Christine: Yeah. Just blocked nose, sore throat. Tired.
Annie: Sounds like you've got a cold. You need anything?
Christine: I could do with some Theraflu.
Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
Annie: I think I probably had it already, but you might be sleeping.
Christine: If the light in my room is on, call if you want.",gpt4-32k-0613,"Christine informs Annie that she won't be attending school the next day due to illness, likely the flu. She has symptoms such as a blocked nose and sore throat, but no fever. Annie offers to drop off some Theraflu for Christine which she accepts, although she warns Annie not to physically visit to prevent her from catching the cold. Christine adds that Annie can call her if her room light is on.",FacEval
98,13730432,"Charlie: My sister has just passed her last exam on her Uni
Charlie: Got something to celebrate
Charlie: Wanna go out with us tonight?
Frank: Sure why not.
Frank: Let me know later when the plan clarifies.
Charlie: Kk.",gpt4-32k-0613,Charlie invites Frank to go out and celebrate his sister passing her final university exam. Frank agrees and asks Charlie to let him know the details once the plans are finalized.,FacEval
99,13814769,"Anastasia: Our new school photos
Anastasia: <file_photo>
Anastasia: Look how happy I am
Darrell: You don't look unhappy to me but it's like you're, uh
Darrell: What was the word
Darrell: Sceptical of something
Darrell: ""what am I doing here""
Anastasia: Ahahaha
Anastasia: That's my mood everywhere I step in
Darrell: Hahaha
Anastasia: Well
Anastasia: They took the photo in less than a minute actually
Darrell: Oh wow... well, I guess there were a lot of people?
Anastasia: Yeah
Anastasia: School photos always suck
Anastasia: They take them so fast and carelessly
Darrell: They would only really take group photos of us in middle and high school
Darrell: If someone wanted a portrait photo, I guess it was possible
Darrell: But not obligatory
Anastasia: Well, I needed a new one for my school ID
Anastasia: So I had no choice here
Darrell: Luckily no one really has to look at your school ID most of the time, haha
Darrell: Don't worry about it
Anastasia: Ah no, I'm not worried, I actually find it kind of funny, it's fine",gpt4-32k-0613,"Anastasia shared her new school photo, expressing that she looked happy but a bit sceptical. Darrell agreed and Anastasia mentioned that reflected her general mood. She talked about the rush of school photo-taking which contributed to her discontentment. The process varied for Darrell who remembered group photos but not compulsory portrait ones. Anastasia needed a new photo for her school ID, though Darrell reassured her no one often looks at it.",FacEval
100,13862409,"Anne: Hi darling, do you went to come for Easter?
Adele: love to, i'm off on friday
Anne: it's could be nice, i'll invite Louise too
Adele: great, i'll bring you eggs, chocolat ones of course!
Anne: thanks darling.",gpt4-32k-0613,Anne invites Adele to come for Easter. Adele accepts as she is free on Friday. Anne plans to also invite Louise. Adele offers to bring chocolate eggs for Easter.,FacEval
101,13830106,"Bella: It's valentine's day!
Aria: For somebody without bf today is kinda miserable day.....
Bella: There are a lot of vendors selling roses on the street here.
Bella: <file_photo>
Aria: <file_gif> 
Bella: hahahahahahaha!! That looks SO SAD! :'(:'(:'(
Aria: I feel like the weather is colder than it really is. How's the weather there?
Bella: Here? it's 3 degree today. Wow! Even coffee shops are all decorated with all the heart-shaped balloons.
Bella: <file_photo>
Aria: Here everywhere just chocolate. :/ :/Of course it isn't related to me at all. :/:/
Bella: Only shops seems to get money.
Aria: What's your plan?
Bella: Maybe I will order some pizza home. (Sounds not that fun. right?) When will you come to Warsaw?
Aria: As soon as I quit, I will fly to you. For now what I only hope is to leave work at 6. :|:|:|:|
Bella: This year I will probably go to Korea to get regular checkup. 
Aria: Good. Take care there.
Bella: Make bf asap and visit us together. You too!
Aria: I gotta go. Ttyl",gpt4-32k-0613,"On Valentine's Day, Bella and Aria compare their experiences. Bella shares pictures of rose vendors and heart balloons in Warsaw, while Aria feels miserable without a boyfriend and is surrounded by chocolate in her location. Aria wishes she could leave work at 6 and plans to visit Bella in Warsaw when she quits her job. Bella mentions she might celebrate the day by ordering pizza at home and also shares her plans of visiting Korea for a check-up. They both advise each other to take care before ending their conversation.",FacEval
102,13862683,"Drade: Mum he got out of the group chatting room
Marenda: I am sure he is angry!
Marenda: Why did you act that aggressively?
Marenda: You know your brother's temper
Drade: I just said what he had said was wrong!
Marenda: Apologize and send the invitation to him
Drade: Why should I?
Drade: I didn't say anything wrong!!!!!
Drade: He failed in his business, didn't he?
Marenda: But did you have to talk about it?
Drade: He acted like an asshole first
Marenda: Language! No need to talk about it more",gpt4-32k-0613,"Drade informed Marenda that their brother had left the group chat, presumably due to anger from their argument. Marenda scolds Drade for being aggressive and provoking their brother. Drade refuses to apologize, defending himself by saying he merely pointed out his brother's business failures, something that he thinks is just stating facts. Despite his reasoning, Marenda insists that he needs to stop discussing it further.",FacEval
103,13728942,"Dolph: hey
Dolph: remember to bring your passport tomorrow
Ziggler: Cool, i will",gpt4-32k-0613,"Dolph reminds Ziggler to bring his passport the next day, to which Ziggler agrees.",FacEval
104,13813827,"Abigail: Why didn't you attend the part last night? :/
Ethan: I am currently in Los Angeles dat's why it was impossible for me
Abigail: When did you leave for LA? :o  You didnt even tell me
Ethan: Why did you wanted know about it ?
Abigail: Well! you are my friend and I dont even know that you are outta town. Dont seems good
Ethan: Don't worry. I would be back after 3 or 2 days
Abigail: Let me know when you reach back
Ethan: Sure. Will meet soon",gpt4-32k-0613,"Abigail asked Ethan why he didn't attend the party, to which Ethan replied that he's in Los Angeles, which is why he couldn't. Abigail was surprised and a bit upset because Ethan had not told her about his trip. Ethan assured her that he would be back in town in two to three days and promised to inform her when he returns.",FacEval
105,13717117,"Mark: who wants to go and see 'Batman. New Beginning' this Sat at 7?
Clint: me!
Phil: me too! 
Mark: cool. I can get tickets for us all.
Clint: thats great",gpt4-32k-0613,"Mark proposes to go see 'Batman. New Beginning' on Saturday at 7, to which Clint and Phil agree. Mark offers to get the tickets for all of them.",FacEval
106,13731212,"Chandler: Phoebe!! Do you have money?? 
Phoebe: Yes I have .. But why do you need it..
Chandler: Open your door.. And pay the delivery guy standing outside my door..
Phoebe: Oh chandler !! you idiot... On my way..",gpt4-32k-0613,"Chandler asks Phoebe for money to pay for a delivery waiting outside his door. Phoebe agrees, calling Chandler an idiot as she sets off to pay the deliveryman.",FacEval
107,13864408,"Jessica: I went to the second hand shop downtown 
Frank: Cool
Raphael: What did you get?
Jessica: Lots of stuff
Jessica: A table, six chairs, a vase, a pile of clothes
Frank: That's really a lot of stuff :-)
Raphael: send us pictures
Jessica: <photo_file>
Jessica: <photo_file>
Raphael: Beautiful table
Raphael: Is it wood?
Jessica: yes, oak 
Raphael: Awesome
Jessica: <photo_file>
Frank: These are the clothes?
Frank: I love the black dress
Jessica: It's absolutely beautiful
Jessica: As soon as I saw it I knew it would be mine
Jessica: I'm so happy with what I bought
Jessica: And the best is I paid only 70 euros for all of that!!",gpt4-32k-0613,"Jessica shares with Frank and Raphael about her recent shopping spree at a downtown second-hand shop. She purchased a variety of items, including a table, six chairs, a vase, and a pile of clothes, all for 70 euros. Raphael and Frank are impressed by what she got, especially a wooden oak table and a black dress that Jessica particularly loves.",FacEval
108,13863223,"Leah: <fIie_others>
Kristi: What is this?(?_?)
Leah: If you go to this link, you can get 20% discount coupon <3<3<3
Kristi: What coupon is this? (_;)
Leah: All the items on this online shop. 
Leah: Havent you talked to me that you needed new trainers?
Kristi: You remembered! Yes I did! (*^0^*)
Leah: I have a favor as well_(._.)_
Leah: Put my ID onto the reference code. Direndia45()
Kristi: What can you get if I do that?
Leah: I will get some accumulated money for the shopping next time.(*_*)(*_*)(*_*)
Kristi: Alright.  (^.^)
Kristi: You smart consumer! (^_-)-(^_-)-",gpt4-32k-0613,"Leah and Kristi are chatting about a link Leah shared which gives a 20% discount on an online shop. Kristi showed interest as she needs new trainers. Leah also asked Kristi to put Leah's ID into the reference code during her purchase, allowing Leah to gain some money for her own future shopping. Kristi agreed to Leah's proposition, teasing her for being a smart consumer.",FacEval
109,13828600,"Ollie: Hi , are you in Warsaw
Jane: yes, just back! Btw are you free for diner the 19th?
Ollie: nope!
Jane: and the  18th?
Ollie: nope, we have this party and you must be there, remember?
Jane: oh right! i lost my calendar..  thanks for reminding me
Ollie: we have lunch this week?
Jane: with pleasure!
Ollie: friday?
Jane: ok
Jane: what do you mean "" we don't have any more whisky!"" lol..
Ollie: what!!!
Jane: you just call me and the all thing i heard was that sentence about whisky... what's wrong with you?
Ollie: oh oh... very strange! i have to be carefull may be there is some spy in my mobile! lol
Jane: dont' worry, we'll check on friday.
Ollie: don't forget to bring some sun with you
Jane: I can't wait to be in Morocco..
Ollie: enjoy and see you friday
Jane: sorry Ollie, i'm very busy, i won't have time for lunch  tomorrow, but may be at 6pm after my courses?this trip to Morocco was so nice, but time consuming!
Ollie: ok for tea!
Jane: I'm on my way..
Ollie: tea is ready, did you bring the pastries?
Jane: I already ate them all... see you in a minute
Ollie: ok",gpt4-32k-0613,"Jane and Ollie plan to meet up, but Jane loses her calendar and forgets a party they have on the 18th. Ollie mentions their lack of whisky and jokes about a spy. They plan to meet for lunch on Friday but Jane changes it to tea at 6pm after her courses, as she's been busy since her trip to Morocco. Jane jokes that she's already eaten the pastries she was supposed to bring.",FacEval
110,13611370,"Derek: Judy, r you leaving for the weekend?
Judy: Nah
Derek: So can you feed my animals on Friday and Saturday?
Judy: sure, no problem
Derek: Thank you :) Maybe on Thursday I would give you my keys?
Judy: Ok
Derek: Thanks :) Later I will tell you the details :)
Judy: surely",gpt4-32k-0613,Derek asks Judy if she can feed his animals on Friday and Saturday as she isn't leaving for the weekend. She agrees and Derek plans to give her his keys on Thursday. He also promises to provide her with more details later.,FacEval
111,13829773,"Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?
Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.
Kate: <file_photo>
Kate: Good old Momo! Yes, it is your scarf!
Ola: NO!!! It's one of my favorites! The one from Laos!
Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.
Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.
Ola: <file_photo>
Kate: Wait a sec!
Kate: <file_photo>
Kate: Isn't it similar?! Mum would probably like it. Why don't you?
Ola: Not a bad idea. But the quality is usually crappy.
Kate: And if you go to some boutique shop or something? Not at a market as in your pics?
Ola: I might try and find some. Would you like one too?
Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))
Ola: OK I'll have a look. Greets to everyone at home pls.
Kate: Take care!",gpt4-32k-0613,"Ola contacted Kate from her trip in Cuba, apologizing for her unavailability due to poor connectivity. Kate informed Ola that everything is normal at home except for the Christmas rush. She also mentioned that their pet, Momo, has recovered from her injury and is playing with Ola's scarf from Laos. Ola expressed disappointment about the poor quality of the local Cuban garments. Kate suggested that Ola buy a similar blouse as a gift for their mother. Ola agreed to look for a good-quality blouse for their mother, but declined to buy one for Kate, who didn't want one.",FacEval
112,13680874,"Tiffany: buy me a burger on your way home
Railey: ok
Tiffany: thx, sis :)",gpt4-32k-0613,"Tiffany asks her sister Railey to buy her a burger on her way back home, to which Railey agrees.",FacEval
113,13813011,"Nova: Do know that people are photoshoping Timothe Chalamet into artworks? :D
Nova: It's hilarious, check it out: <file_other>
Dominic: lol XD
Dominic: it kinda looks good
Nova: Right? :D
Dominic: he looks like a typical young man from a 19th-century portrait
Nova: omg you're so right! :D he looks as if he read Rimbaud's poems and drank absinthe on a daily basis
Dominic: hahaha XD it's so accurate",gpt4-32k-0613,"Nova and Dominic humorously discuss how actor Timothe Chalamet is being photoshopped into classic artworks, commenting that he fits the aesthetic of a 19th-century portrait. They joke that he appears to be a typical young man from that era who would read Rimbaud's poetry and drink absinthe regularly.",FacEval
114,13727853,"Jen: I think I'm through with the dickhead. He's being a pain again. I'm going to tell him to move out.
Jane: Did he at least give you back the money he owes you?
Jen: No. He's freeloading and said he has no intention of giving back my money because I don't deserve it with the way I act.
Jane: He has a nerve doesn't he? How dare he?!!!
Jen: I've learnt to hate him with a passion. He's like vermin that you can't cull.
Jen: Abusive, nasty, annoying, irresponsible. He disgusts me.
Jane: Get rid of him! I told you right from the beginning that he's no good.
Jen: Yeah you were absolutely right.. as always.
Jane: I hate to say it but I can smell a fucktard a mile away.
Jen: I seem to pick them, don't I?
Jen: Sometimes I think it is my fault. If only I could be a better person, if only, if only....
Jane: You know that way of thinking will get you nowhere fast. It's self defeating. That's what the abusers want you think that you're bad and you deserve every bit of abuse that they dish out.
Jen: What if he doesn't leave? I'm afraid of asking him to leave 'cause it will only cause another fight.
Jane: You can't spend your whole life walking on eggshells.
Jen: Yeah, you're right... but how do I get out of this mess?
Jane: I think you've got to cut your losses and just move on.
Jen: Easier said than done.
Jane: I know. You've gotta do it Hon. If you don't things will only get worse. Think of how much worse they've already got since you met him.
Jen: Yeah you're right. Sometimes I just don't have the strength. 
Jane: I believe in you. Please do it! Remember I'm always there for you.",gpt4-32k-0613,"Jen is expressing her frustration with her partner who she believes is abusing, freeloading, and generally causing her grief. Despite owing her money, he has stated he has no intention to repay her. Her friend Jane agrees with her, asserting that Jen's partner is indeed irresponsible. Jane encourages Jen to rid herself of him and stand up for herself, countering Jen's self-blaming thoughts and fears about potential future conflicts. Though Jen acknowledges Jane's advice is correct, she feels trapped and weak, expressing the difficulty of leaving an abusive relationship. Jane declares her support and belief in Jen's ability to break free from her toxic partner.",FacEval
115,13716129,"Sawyer: ball game 2nite?
Sutter: injured
Wheeler: what time?
Sawyer: 5.30? 6?
Wheeler: anytime l8r?
Sawyer: pitch booked at 8 so we need to start earlier
Wheeler: so im out sry
Yardley: i guess next time be better",gpt4-32k-0613,"Sawyer is planning a ball game and asks if everyone is available at 5:30 or 6. Sutter cannot participate due to an injury. Wheeler, unable to join because the time slot is too early, asks if they can play later, but Sawyer explains the pitch is booked at 8. Wheeler therefore declines, and Yardley suggests next time may be more convenient.",FacEval
116,13813575,"Fiona: Are you free?
Tina: Yes, what's up?
Fiona: I'm trying to prepare a nice dinner for Chris and I thought that maybe I could prepare this tart of yours :)
Tina: I'm flattered!
Fiona: Well, it IS delicious :) Could help me do it?
Tina: Sure! It's not difficult. Do you have anything ready?
Fiona: I must admit I bought the crust...
Tina: Oh, ok :P Pity, but well, it's too late now.
Fiona: I tried making the filling once, but I finished with lemony scrambled eggs...
Tina: It happens, don't worry. The thing is that once you start adding eggs you can't stop mixing it, otherwise you'll end up with scrambled eggs.",gpt4-32k-0613,"Fiona asks Tina for help in preparing Tina's tart recipe for a dinner she's planning for Chris. Fiona confesses she bought the crust and had previously tried making the filling, but ended up with what she describes as lemony scrambled eggs. Tina explains that the eggs need to be continually mixed in order to avoid this issue.",FacEval
