,DocID,Dialogue,Model,Summary,origin
60,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",gpt4-32k-0613,"Dean and Poppy discuss their evening plans. Dean first asked Poppy what she's preparing for dinner, but Poppy isn't planning on making anything for dinner. She suggests Dean pick up food on his way home, but also informs him that she won't be home that night. When questioned, Poppy keeps her plans for the night a secret.",FacEval
61,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",gpt4-32k-0613,Julia is asking Bert about his arrival time to determine if they should wait for him for dinner. Bert says he should be home around 8 and appreciates if they could wait for him. Julia tells Bert to let her know if he will be late.,FacEval
62,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",gpt4-32k-0613,"Cara wanted to visit Celine, but Celine wasn't at home. Celine offered to meet Cara in the evening instead, and Cara agreed to it, asking Celine to call her in case she decides to come over.",FacEval
63,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",gpt4-32k-0613,"Iris is excited about her husband Pete's interview, saying it has made him famous. Despite Pete's understated reaction, Iris mentions her parents' pleasure that she married a respectable man. Pete, flattered by the comments, plans to return home in one hour.",FacEval
64,13829083,"Kate: I just had a fight with Chris :/
Mary: Oh no, not again
Kate: It's not me who started it. I don't know why he says certain stuff, it seems like he's doing it on purpose
Mary: What was it this time?
Kate: Same thing, as always. Really, he knows what I think and I know what he thinks so I don't bring up certain things. I don't want to argue, but if it keeps happening, I don't see the point of talking to him
Kate: I'm angry every single time I talk with him
Mary: Eh, I don't get why he keeps doing it. What did he say?
Kate: I don't want to get worked up over it again, but really usual stuff. He watched a programme about the refugees and went on a rant about it
Mary: oh god
Kate: right?! I don't know why I'm still talking with him. I tried to talk some sense into him, apparently with no luck
Mary: What did you tell him?
Kate: What I usually tell him. He was an immigrant once, he was working abroad, I sent him all the data and research, statistics, everything.
Mary: I'm afraid Chris may be too pig-headed for that
Kate: Pfff I bet he didn't even read anything. He's just watching the nationalists, Trump and all those idiots, listens to everything they're saying on the telly instead of just thinking for once
Mary: I know, to be honest I kind of avoid these subjects when I'm talking with him
Kate: Well, I try to as well, but as you can see he can't stop himself
Kate: I know he's our friend and we go out often, but I'm not sure I can do it any more, I don't want be friends with someone who thinks that Mexican children are worse and that they should be kept away from the US
Mary: Oh my god he said that?
Kate: Yes :/
Mary: Jesus, I knew he has strong views, but to say something like that? That's a bit too much
Kate: You're telling me this. I think we should reconsider this let's say friendship, because if every conversation will lead to something like this, I'm not interested in staying in touch with him
Mary: No wonder",gpt4-32k-0613,"Kate and Mary are discussing a heated argument that Kate had with their friend Chris. Kate is upset because Chris continuously brings up controversial topics, which often leads to fights. In this recent incident, Chris went on a rant about refugees after watching a TV program, despite knowing Kate's opposing views. Kate pointed out Chris's hypocrisy, as he himself was once an immigrant. Chris's discriminatory remarks about Mexican children made Kate question the viability of their friendship. Mary sympathizes with Kate and admits she also avoids discussing sensitive topics with Chris due to his stubbornness.",FacEval
65,13810193,"Amelia: Just wanted to say again, thank you so much for coming to Elliot's birthday party. He loved it! 
Lindsay: No worries, Finlay had a lovely time! thanks for having us!
Amelia: it wouldn't be the same without you guys xx
Lindsay: glad he had a good time! x",gpt4-32k-0613,"Amelia thanks Lindsay for attending her child Elliot's birthday party, emphasizing that he enjoyed it. Lindsay affirms that her child, Finlay, also had a great time at the party. Amelia expresses that the party would not have been the same without their presence.",FacEval
66,13730778,"Aggie: When do you start work?
Peter: at 8 
Peter: why?
Aggie: no when do you start the new job?
Peter: oh on the 6th
Aggie: Ok I'll get a babysitter then
Peter: lol wanted a free babysitter
Aggie: yeah sorry :P",gpt4-32k-0613,"Aggie asked Peter about his starting time for work, which is at 8. Aggie then clarified about the start date for Peter's new job, which is on the 6th. Upon learning this, Aggie mentioned that she will arrange a babysitter. Peter jokingly comments about Aggie trying to use him as a babysitter and she admits it in a playful manner.",FacEval
67,13729057,"Biwott: Did you watch the series I told you
Chloe: No not yet.
Chloe: I have been busy this week but I will watch it during the weekend
Biwott:",gpt4-32k-0613,Biwott asked Chloe if she has watched the series he recommended. Chloe responded that she has been too busy but plans to watch it over the weekend.,FacEval
68,13728397,"Karine: <file_video>
Jessie: That was us at kindergarten!
Karine: yes!!",gpt4-32k-0613,Karine and Jessie are watching a video file that features them when they were in kindergarten.,FacEval
69,13821299,"Natalie: Could anybody check if my wallet is in my room?
Jenny: I'm not home
Tobias: It's here <file_photo>
Natalie: phew",gpt4-32k-0613,"Natalie asked if anyone could check if her wallet was in her room. Jenny was not at home to check, but Tobias found the wallet in the room and confirmed its presence with a photo. Natalie expressed relief at this.",FacEval
70,13682134,"Javier: Hey do you know any tattoo parlors over here with English speaking employees?
Judie: Oh there's Warsaw ink
Javier: the name sounds neat... have you had a tattoo done there?
Judie: nope but my gf has
Javier: got a pic?
Judie: <file_photo>
Javier: wow that looks amazing
Javier: how much did she pay?
Judie: it was a 1000
Javier: fuck
Javier: let me just get a tatttoo back in colombia then, thx",gpt4-32k-0613,"Javier asked Judie if she knows any tattoo parlors with English-speaking employees, and she suggested Warsaw ink. Although Judie hasn't personally had a tattoo done there, her girlfriend has. After seeing a photo of the tattoo, Javier was impressed but surprised to hear it cost 1000. He decided it would be cheaper to get a tattoo back in Colombia.",FacEval
71,13681560,"Hayden: Anyway I have 1 month to write my thesis. And then I need to decide what studies I should choose and I have a problem because I don't know what I can do in the future to make good money
Margaret: You'll find something
Hayden: And the only studies I'm interested in are African studies but I'm not sure I can make big money later on haha except for working in the embassy or something like that. I was thinking about working as a flight attendant. It would be easy for me to get that job since I can swim (and here it's obligatory) I'm even a water rescuer. I know English italian and polish and a bit of german.
Margaret: So go ahead for it
Hayden: But to be honest , I don't think so that job is so great. I can't work there forever and I'm not that sure I wanna risk every time hahah since flight accidents happen
Margaret: Hahahaha you shouldn't think about that
Hayden: But I don't wanna die hhahahahah
Margaret: It would be good you would get to travel a lot",gpt4-32k-0613,"Hayden is facing a dilemma about his future, primarily driven by his fear of not earning enough money. He is interested in African Studies, but is considering becoming a flight attendant due to his language and swimming skills. However, he is apprehensive about the risk of flight accidents. Margaret reassures him and highlights the travel opportunities the job would provide.",FacEval
72,13830143,"Julie: Most of the people will be girls from the village 40+
Debra: i dont care, village girls are super cool
Julie: it will be awesome to meet up again
Debra: it is over the weekend and looking into my calendar it seems im available
Julie: awesome! so youre on the list <3
Debra: <3
Julie: yeah, we'e gonna drink a little vodka :P
Debra: :D
Julie: go on debbie and share the event on your wall, we need some recognition haha
Debra: brace yourself Jules :D how many people are coming?
Julie: its 20",gpt4-32k-0613,"Julie is organizing an event primarily for older women from their village. Debra confirms her attendance for the event that will occur over the weekend. Julie mentions they will be drinking vodka and encourages Debra to spread the word about the event on social media as they need more exposure. Debra asks how many people are coming, to which Julie responds, 20.",FacEval
73,13728157,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.",gpt4-32k-0613,"Callan is experiencing issues with his Samsung S8 device, specifically a persistent black screen which he believes is a result of overheating. This is not the first time Callan has encountered this problem. Despite warnings from Wade about the potential dangers of a faulty battery, Callan intends to take the phone to the store as it is still under warranty. He assured Wade that he won't lose any of his files as he regularly backs up his data.",FacEval
74,13820776,"Leticia: would any of you have 10$ and could lend it? I'm really in need, I will gve it back as soon as possible
Lora: sure
Lora: is everything ok?
Leticia: actually no...
Leticia: I've lost my wallet, or someone stole it...i'm not sure but i always take care of my stuff so that's even more weird
Miranda: shit...that's bad
Miranda: if you need any help I'm also here
Leticia: thank you girls, really
Lora: you better call the bank and block your account
Leticia: I've already done it
Miranda: did you have like a lot of money in this wallet?
Leticia: fortunately not...you know i hate dealing with cash
Lora: at least that...
Leticia: yeah...but i'm afraid i'll have to get new documents and i have no time for that :///////////
Miranda: don't worry, maybe there will be some good person who posts it on lost/found
Leticia: I hope so",gpt4-32k-0613,"Leticia has either lost her wallet or had it stolen and is in need of $10. Lora agrees to lend her the money and advises her to block her bank account, which Leticia has already done. Miranda offers additional help if needed. Leticia didn't have a lot of cash in the wallet but is concerned about the time it will take to replace her lost documents. They all hope that somebody might find and return the wallet.",FacEval
75,13829902,"Geri: I need to buy some new shoes
Hilary: what kind?
Geri: some nice heels
Geri: something sexy
Hilary: I sa spome great ones at the mall yesterday
Geri: great! thanks
Geri: wanna go together check them out
Hilary: ok maybe 2morrow
Hilary: after work?
Geri: sounds good
Geri: we can get some frozen yogurt
Hilary: Oh yeah
Hilary: I love that place!
Geri: it's been a while since I had some
Hilary: it's a plan
Geri: ok I'll be in touch
Hilary: ok :)",gpt4-32k-0613,"Geri and Hilary plan to go shopping for heels at the mall, as Geri wants to buy sexy new shoes. They are considering doing it after work the following day. After shopping, they also plan to get some frozen yogurt, a place they both seem to enjoy. They confirmed their plan and agreed to keep in touch.",FacEval
76,13681165-1,"Alyssa: Have you seen Fergies national anthem? Illuminati does a great job.
Derek: This is not normal. I saw it last week
Alyssa: What do you think about it?
Derek: I can fart bright stripes and bright stars better then she sings.
Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way.
Derek: It is",gpt4-32k-0613,"Alyssa and Derek discuss Fergie's rendition of the national anthem, indicating they both found it lacking in quality. Derek humorously exaggerates his criticism, and they both find humor in Fergie's confidence in her performance.",FacEval
77,13863084,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P",gpt4-32k-0613,"Jake reveals to Tom that he pulled a TOTW (Team of the Week) player in the Ultimate Team mode of a soccer video game, which is his first this year. He plans to sell the player after trying him in one or two games because he doesn't fit into his current team structure. Tom compliments Jake on his good luck, but complains about his own bad luck at getting good players, although Jake tells him he's skilled enough not to need strong players. Despite that, Tom jokingly admits to liking having ""shiny things"" in the game.",FacEval
78,13728835,"Ludo: hi mum, did you arrive at school?
Mum: yes , i'm in front of the door: you 're room 112 with Hugo and Charles.
Ludo: and do you know my class number?
Mum: yes class 3, as Hugo and Charles
Ludo: good, so cool
Mum: I'll show you the picture of the listing, but i couldn't manage to see the room.
Ludo: Ok no problem
Mum: the building is quite big and there is also a huge garden, you'll have room enough
Ludo: Yes i saw
Mum: i have to go, meeting is starting
Ludo: ok thanks
Mum: don't wait for me",gpt4-32k-0613,"Ludo's mum has arrived at school and confirmed that Ludo will be in room 112 with Hugo and Charles, in class 3. She wasn't able to see the room, but described the building as big with a large garden. She has a meeting to attend and tells Ludo not to wait for her.",FacEval
79,13818511,"Joanne: What are your plans for the holidays?
Evelyn: Nothing. Ill stay at home and rest.
Joanne: You must be exhausted after the past few weeks
Evelyn: Its been hectic
Joanne: Im going back home.
Evelyn: To France?
Joanne: Yes. Not that I want to go
Evelyn: Why? You always liked spending Christmas with your family.
Joanne: I did. But my parents separated a few months ago
Joanne: It is still pretty tense
Evelyn: Im sorry to hear that
Joanne: My dad left my mum for his secretary
Joanne: Such a clich 
Joanne: My mum is devastated
Joanne: So Im basically going to cheer her up 
Joanne: Its really hard for her now
Joanne: For me its also not easy
Evelyn: I can imagine!
Evelyn: If you want to bring your mum over here we could spend Christmas together.
Joanne: Thanks, thats really sweet. But I dont think shes in a condition for that. Shes been very depressive lately.",gpt4-32k-0613,"Evelyn plans to stay home and rest over the holidays after a hectic period, while Joanne is planning to return to France, despite not wanting to due to her parents' recent separation. It was revealed that Joanne's father left her mother for his secretary, which left her mother devastated and dealing with depression. Even though the situation is hard for Joanne as well, she plans to go home to cheer up her mother. Evelyn kindly offered to spend Christmas together with Joanne and her depressed mother, but Joanne doesn't think her mother is in a state to do so.",FacEval
80,13862536,"Robert: Hi mate! Are you still at your office? If you are how about grabbing some coffee? I'm meeting Darek at 5pm, but I will be around at 3pm already :)
Gabriel: Hi Robert! Sorry for late response, didn't see your message. Also I've quit the office about a month ago, sorry. How are you doing?
Robert: I casually came to visit my old pals. Long story. I thought I could catch you somewhere, but maybe next time then ;). How are you doing? Where are you nowadays?
Gabriel: I'm OK. I'm at home, looking into what I'm doing next...Well I hope you will enjoy your meeting",gpt4-32k-0613,"Robert reaches out to Gabriel to see if he's interested in meeting for coffee. Gabriel responds that he is no longer going to the office as he quit a month prior, and is currently at home. They both exchange pleasantries and express hope to meet again in the future.",FacEval
81,13730484,"Molly: D':
Luca: What???
Molly: I can't think anymore today!
Luca: LOL!
Molly: Seriously!
Luca: Deep breath...
Molly: It's the silly season, isn't it?
Luca: Yep. Just hang in there.
Molly: Trying...
Luca: Try harder! LOL!
Molly: Driving me nuts!
Luca: I know, but you can't let it get you down!
Molly: Yeah, you're right.
Luca: Of course I am! LOL!
Molly: Modest, too.",gpt4-32k-0613,"Molly is feeling stressed and overwhelmed, presumably due to the holiday season. Luca responds with humor, trying to lighten the mood, but also encourages Molly to not let the stress get to her. Molly agrees with Luca's advice, but also teases him about his self-assurance.",FacEval
82,13680611,"Steve: BTW, USA won last night!
Gulab: I forgot to check!
Steve: England playing tomorrow at 2:00!
Gulab: That's right, Croatia?
Steve: Yep.",gpt4-32k-0613,"Steve informs Gulab that the USA won their recent game, and shares that England will be playing against Croatia tomorrow at 2:00 PM. Gulab acknowledges the information but had forgotten to check the results for the USA's game.",FacEval
83,13681441,"Joanna: They are sending emails about Lewandowska.
Merve: What happened?
Joanna: <file_photo> 
Merve: Wooow!
Joanna: She is hospitalized because she has measles.
Merve: She had what?
Joanna: Anyone who had contact with her within the last couple of days must get vaccinated.
Merve: Luckily I didn't see her since the last semester...
Joanna: I did, she is my thesis mentor :(
Merve: What will you do?
Joanna: They are organizing vaccinations in the main building from 17th until 19th.
Merve: You have to go!
Joanna: I know... And I just started working so I really don't have a lot of time.
Merve: Come on, this is really important.
Joanna: I will try to do it before work on 18th, hopefully I won't lose the entire day...",gpt4-32k-0613,"Joanna shares with Merve that their mutual acquaintance Lewandowska has been hospitalized due to measles. As a result, all those who have been in contact with her are urged to get vaccinated. Merve hasn't seen her recently, but Joanna has since Lewandowska is her thesis mentor. Joanna plans to get vaccinated before work on the 18th, despite her busy schedule. Vaccinations are being organized in the main building from the 17th to the 19th.",FacEval
84,13682118,"Ben: pizza tonight?
Steven: sure thing!
Ben: at Marco's?
Steven: (y)",gpt4-32k-0613,Ben and Steven agreed to have pizza at Marco's for dinner.,FacEval
85,13730094,"Pam: Hey I lost my phone so if you need something message me here
Dot: Oh now how??
Pam: I went shopping and when I was paying I must have left my phone on the counter
Dot: Did you come back to check if they found it?
Pam: I talked to every single store I visited and nothing :(
Dot: It was an iphone right?
Pam: Yeah, I've only had it for half a year
Dot: But there's an option where you can display something on the screen
Pam: How?
Dot: You have to log into your apple account and there is an instruction
Pam: Cool!! I have to check it out
Dot: You could promise a reward and post someone's phone number
Pam: I'll do that!! Thanks!!
Dot: I hope you find it :*",gpt4-32k-0613,"Pam lost her iPhone while out shopping and was unable to locate it when she returned to the stores she had visited. Her friend Dot suggests using the Apple account to remotely display a message on the screen, possibly offering a reward for the return of the phone. Pam appreciates the advice and intends to follow it.",FacEval
86,13830135,"Celine: <file_picture>
Mia: where are you?
Celine: We went on skates.
Mia: Mark knows how to skate?
Celine: No.
Celine: It's his first time.
Celine: Thanks to that, we have a lot of fun here
Mia: I would like to be there with you",gpt4-32k-0613,"Celine shared a picture with Mia, revealing she had gone skating with Mark. It was Mark's first time skating which led to them having a lot of fun. Mia expressed her desire to be with them.",FacEval
87,13820984,"Carmen: how are you feeling, Viola? it is so so close...
Alfred: My dearest Viola <3
Viola: I think as one's feeling before the wedding - a little bit light in the stomach! ive got some things to organize still!
Carmen: i will be on friday night, i could give you a helping hand :))
Viola: Thanks darling, i will let you know x
Carmen: (Y) my number just in case +00123456789
Viola: (Y) <3",gpt4-32k-0613,"Viola, who is feeling a bit nervous before her wedding, still has some things to organize. Carmen offers to help her on Friday night and provides her phone number for Viola to contact if she needs any assistance.",FacEval
88,13681924,"Sophia: I'm sorry
Mason: It's fine
Sophia: Ok...If u was there, I would give you a hot kiss for apologize
Mason: Hahaha. You still send me a photo one
Sophia: What photo?
Mason: Kiss photo. Haha
Sophia: Hehe I sent u already such a photo
Mason: Another one wouldn't hurt
Sophia: Maybe later :) When I take a shower and look good
Mason: And who says you don't look good now ?
Sophia: Me
Mason: Let me be the judge of that
Sophia: No
Mason: I'll still love you the same. Whether you have make up or not
Sophia: Hehe but I don't  want u to see me when I do not look good
Mason: You must
Sophia: I must what?
Mason: Send me the kiss now
Sophia: Haha
Mason: Doesn't matter how you look, you'll still look good to me
Sophia: Hahah
Sophia: <file_photo>",gpt4-32k-0613,"Sophia apologizes to Mason, offering a hypothetical kiss as an apology if they were in person. Mason jokingly asks for a photo of this, to which Sophia agrees but wants to make herself look better before doing so. Mason insists that Sophia looks good all the time, regardless of make-up. Sophia, laughing, then sends a photo as requested.",FacEval
89,13729704,"Ewan: Uncle I graduated!
Uncle Jayson: My nephew gradumacated! 
Uncle Jayson: How time flies congrats!
Ewan: Haha thanks! Gradiated! 
Uncle Jayson:",gpt4-32k-0613,"Ewan informs his Uncle Jayson that he has graduated. His uncle congratulates him and remarks on how quickly time passes. Ewan thanks his uncle for his congratulations, humorously repeating his uncle's playful misspelling of ""graduated"".",FacEval
90,13681482,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I'm almost out of charge and I have a power pack  but forgot my cable
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I'm sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What's your wife's name  again??
Tommy: Paulina",gpt4-32k-0613,"Derek McCarthy asked if he could borrow an Android cable from Filip, as he had forgotten his and his phone was almost out of charge. However, Filip wasn't around, but his friend Tommy offered to help. Tommy, who was in Poland, offered to ask his wife, Paulina, to provide a cable. He informed Derek that although she was at work, she would be home around 8:15 pm. Derek thanked Tommy for his help and agreed to the plan.",FacEval
91,13819472,"Jenny: Are we going to that concert on Saturday
Jeremy: sure, it's the only opportunity to hear them
Joan: but we could start with a drink
Jenny: I don't know anything affordable nearby
Jeremy: and Barcelona?
Jenny: Where is it? 
Jeremy: 8th av
Jenny: perfect",gpt4-32k-0613,"Jenny, Jeremy, and Joan are planning to attend a concert on Saturday. Before the concert, Joan suggests they have a drink. Though Jenny isn't aware of any affordable places nearby, Jeremy suggests a place named Barcelona located on 8th avenue, to which Jenny agrees.",FacEval
92,13717358,"Ethan: who's going to see solstafir?
Noah: solstafir! when?
Noah: i had no idea they were playing
Archie: I'm not :D.
Leo: i'm going ofc!
Ethan: 21.11
Noah: that's a wednesday... ehh...
Noah: i'll have to see, might have to stay late at work...
Leo: nooo you have to come
Ethan: yeah you have to!
Archie: There are better concerts :P.
Noah: i know, i would really like to see them, but yeah
Leo: archie... :P
Ethan: don't mind him :P
Noah: i'll see and let you know, it would really suck to miss them
Leo: yup!
Ethan: yup! x2",gpt4-32k-0613,"Ethan, Noah, Archie, and Leo are discussing a concert by Solstafir on 21.11. Leo and Ethan are planning to attend, while Archie is not interested. Noah might not be able to go due to potential work commitments.",FacEval
93,13828110,"Rita: I need some info on you client.
Helen: Which one?
Rita: Salvage Industries.
Helen: Yeah? What do you need?
Rita: What's their major business.
Helen: They are into waste disposal.
Rita: I thought so.
Rita: You think they are legit.
Helen: What do you mean?!
Helen: Of course, they are legit.
Rita: Got a favor to ask. Can you double check if they have no PR problems?
Helen: I don't think so. But I'll check it for you.
Rita: You are a dear, Helen.
Helen: I sure am:)",gpt4-32k-0613,"Rita inquires about one of Helen's clients, Salvage Industries, which is a waste disposal business. She raises concerns about their legitimacy and potential public relations issues, prompting Helen to promise to verify the matter further.",FacEval
94,13828779,"Natalie: can you send me the recipe for your famous cheesecake, please?
Monica: Sure, just a sec
Monica: <file_photo>
Natalie: Thank you, yummmmmmie <3",gpt4-32k-0613,Natalie asked Monica for the recipe for her famous cheesecake. Monica agreed and sent a photo of the recipe. Natalie thanked Monica and expressed her excitement to make it.,FacEval
95,13821583,"Laura: Hey I have bad news 
Kristian: Is your mom ok? 
Laura: She passed away this morning
Laura: 
Kristian: Oh noo
Kristian: My condolences so sorry!
Anne: I am so sorry to hear that 
Laura: She fought hard
Laura: It was a hard battle
Kristian: You want us to come see you? 
Anne: We want to spend more time with u now
Laura: Sure
Anne: Stay strong girl",gpt4-32k-0613,"Laura shares the sad news with Kristian and Anne that her mother passed away after a tough fight. Both Kristian and Anne express their condolences and offer to come and spend more time with Laura for support, who agrees to their offer.",FacEval
96,13730105,"Anna: Still, great app! And it's for men too! U choose ur sex and then add photos of clothes :)
Peter: Is there a minimum number of clothes I should add?
Anna: No! And there is no maximum! You can add as many as u want!
Peter: So if I only add 3 items, I will always get the same results?
Anna: Ur still making fun of me!
Peter: I just don't get it. Every morning I approach my wardrobe, open it, choose the clothes I want to wear or prepare them the previous day and that's it. I don't need an app to tell me what to wear with what.
Anna: Okay... Let's play a game. 
Peter: You're not going to make me cut my fingers off?
Anna: No ;) how many pairs of trousers do u have?
Peter: 5 or 6.
Anna: How many shirts do you have?
Peter: T-shirts or regular shirts?
Anna: Shirts. Let's focus on ur work look.
Peter: 3 or 4.
Anna: What about jackets?
Peter: 2.
Anna: Great! Now imagine I have 12 shirts, 10 pairs of trousers, and 6 jackets. And I have to decide what to wear in a split second.
Peter: All right. It's slowly dawning on me.",gpt4-32k-0613,"Anna is explaining to Peter the value of an app that allows users to add the clothes they own and then gives advice on what to wear. Initially, Peter doesn't see the need for the app, as he is used to selecting his clothes without any help. But Anna demonstrates how the app could save time and stress for someone with a larger wardrobe, making Peter begin to understand its potential usefulness.",FacEval
97,13730730,"Annie: Are you going to be at school?
Christine: Not tomorrow. I am not well.
Annie: Oh noes! What happened?
Christine: Got the flu, I think.
Annie: what's your temperature?
Christine: Not high, I'm not running a fever or anything
Annie: Are you eating ok?
Christine: Yeah. Just blocked nose, sore throat. Tired.
Annie: Sounds like you've got a cold. You need anything?
Christine: I could do with some Theraflu.
Annie: OK, I think we've still got some sachets, should be in date. I'll drop them through your letterbox later on.
Christine: Yeah. Don't call in because I'll feel bad if you catch this cold off me.
Annie: I think I probably had it already, but you might be sleeping.
Christine: If the light in my room is on, call if you want.",gpt4-32k-0613,"Christine won't be attending school because she thinks she has the flu, but doesn't have a high temperature. Her symptoms include a blocked nose and a sore throat, and she is feeling tired. She is eating fine and would appreciate some Theraflu. Annie offers to drop some off, but Christine warns her not to come in case she catches the cold. If she's awake, evidenced by her room light being on, she's open to a phone call.",FacEval
98,13730432,"Charlie: My sister has just passed her last exam on her Uni
Charlie: Got something to celebrate
Charlie: Wanna go out with us tonight?
Frank: Sure why not.
Frank: Let me know later when the plan clarifies.
Charlie: Kk.",gpt4-32k-0613,Charlie invites Frank to celebrate his sister's completion of her last exam at the university. Frank agrees and asks Charlie to update him when the plans are clearer.,FacEval
99,13814769,"Anastasia: Our new school photos
Anastasia: <file_photo>
Anastasia: Look how happy I am
Darrell: You don't look unhappy to me but it's like you're, uh
Darrell: What was the word
Darrell: Sceptical of something
Darrell: ""what am I doing here""
Anastasia: Ahahaha
Anastasia: That's my mood everywhere I step in
Darrell: Hahaha
Anastasia: Well
Anastasia: They took the photo in less than a minute actually
Darrell: Oh wow... well, I guess there were a lot of people?
Anastasia: Yeah
Anastasia: School photos always suck
Anastasia: They take them so fast and carelessly
Darrell: They would only really take group photos of us in middle and high school
Darrell: If someone wanted a portrait photo, I guess it was possible
Darrell: But not obligatory
Anastasia: Well, I needed a new one for my school ID
Anastasia: So I had no choice here
Darrell: Luckily no one really has to look at your school ID most of the time, haha
Darrell: Don't worry about it
Anastasia: Ah no, I'm not worried, I actually find it kind of funny, it's fine",gpt4-32k-0613,"Anastasia and Darrell are discussing school photos. Anastasia shares her new photo, commenting on how it reflects her skeptical mood. Darrell, meanwhile, suggests that she looks like she's questioning her presence in the photo. They discuss the fast and careless way school photos are taken, and Darrell mentions his experience with group photos during his middle and high school years. Anastasia shares that she needed a new photo for her school ID. Despite the outcome, Anastasia is not worried about her photo, finding humor in the situation.",FacEval
100,13862409,"Anne: Hi darling, do you went to come for Easter?
Adele: love to, i'm off on friday
Anne: it's could be nice, i'll invite Louise too
Adele: great, i'll bring you eggs, chocolat ones of course!
Anne: thanks darling.",gpt4-32k-0613,"Anne invites Adele for Easter and plans to invite Louise as well. Adele accepts the invitation, stating she will be bringing chocolate eggs for Anne.",FacEval
101,13830106,"Bella: It's valentine's day!
Aria: For somebody without bf today is kinda miserable day.....
Bella: There are a lot of vendors selling roses on the street here.
Bella: <file_photo>
Aria: <file_gif> 
Bella: hahahahahahaha!! That looks SO SAD! :'(:'(:'(
Aria: I feel like the weather is colder than it really is. How's the weather there?
Bella: Here? it's 3 degree today. Wow! Even coffee shops are all decorated with all the heart-shaped balloons.
Bella: <file_photo>
Aria: Here everywhere just chocolate. :/ :/Of course it isn't related to me at all. :/:/
Bella: Only shops seems to get money.
Aria: What's your plan?
Bella: Maybe I will order some pizza home. (Sounds not that fun. right?) When will you come to Warsaw?
Aria: As soon as I quit, I will fly to you. For now what I only hope is to leave work at 6. :|:|:|:|
Bella: This year I will probably go to Korea to get regular checkup. 
Aria: Good. Take care there.
Bella: Make bf asap and visit us together. You too!
Aria: I gotta go. Ttyl",gpt4-32k-0613,"Bella and Aria discuss their Valentine's Day experiences. Aria, who does not have a boyfriend, finds the day miserable while Bella comments about vendors selling roses and coffee shops decorated with heart-shaped balloons. They also discuss the cold weather, their plans for the day, Bella ordering pizza, and Aria hoping to leave work at 6. They also touch upon future plans, with Bella intending to go to Korea for a checkup and advising Aria to get a boyfriend and visit them. The conversation ends with Aria needing to leave.",FacEval
