,Unnamed: 0,DocID,Dialogue,Model,Summary,w/ Error,CorefE,CorefE_text,CircE,CircE_text,OutE,OutE_text,GramE,GramE_text,PredE,PredE_text,SubjObjE,SubjObjE_text,OtherE,OtherE_text,LinkE,LinkE_text,origin,SummaC-ZS_score,SummaC-Conv_score
290,290,13611884-1,"Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I've been thinking that we should pack everything today, we won't have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won't have much space in the car XD
Nathan: No, I explained to her that he'll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don't you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you're talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it's a wonderful idea! :*
Nathan: So tomorrow I'm seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won't, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it's feasible :) I'll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*",human_ref,Deborah and Nathan want to start packing today as they won't have time tomorrow. They need warm clothes for the girls so Deborah's parents could take them to the forest. Deborah and Nathan want to spend some time alone. They will have a quick bite before their leave. Nathan will be home around 6.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.3907958984375,0.4380737245082855
291,291,13611884-1,"Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I've been thinking that we should pack everything today, we won't have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won't have much space in the car XD
Nathan: No, I explained to her that he'll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don't you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you're talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it's a wonderful idea! :*
Nathan: So tomorrow I'm seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won't, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it's feasible :) I'll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*",bart_large,Nathan and Deborah are going on a hiking trip tomorrow. Nathan is seeing the dentist after work. Deborah will pick up the girls from school. Nathan will be home around 6.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.049701690673828125,0.44329965114593506
292,292,13611884-1,"Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I've been thinking that we should pack everything today, we won't have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won't have much space in the car XD
Nathan: No, I explained to her that he'll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don't you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you're talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it's a wonderful idea! :*
Nathan: So tomorrow I'm seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won't, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it's feasible :) I'll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*",mv-bart_large,"Deborah and Nathan are going on a trip tomorrow. Nathan is seeing the dentist after work, Deborah will pick up the girls from school. They will meet at home and have a quick bite. They are going to take the bicycles and go to the cliff where they were last year.",0,,,,,,,,,,,,,0.0,,,,FacEval,-0.2489471435546875,0.3408241271972656
293,293,13611884-1,"Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I've been thinking that we should pack everything today, we won't have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won't have much space in the car XD
Nathan: No, I explained to her that he'll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don't you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you're talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it's a wonderful idea! :*
Nathan: So tomorrow I'm seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won't, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it's feasible :) I'll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*",co-ref bart large,Nathan and Deborah are going on a trip tomorrow. Nathan is seeing the dentist after work. Deborah will pick up the girls from school. Nathan and Deborah will meet at home around 6. They will take the bicycles and go to the cliff where they were last year. Deborah forgot to buy syrup for travel sickness.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.037984212239583336,0.47038158774375916
294,294,13611884-1,"Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I've been thinking that we should pack everything today, we won't have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won't have much space in the car XD
Nathan: No, I explained to her that he'll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don't you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you're talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it's a wonderful idea! :*
Nathan: So tomorrow I'm seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won't, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it's feasible :) I'll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*",condigsum bart large,"Nathan and Deborah are going on a trip tomorrow. Nathan is seeing the dentist after work, Deborah will pick up the girls from school. They will meet at home, have a quick bite and then go to the cliff where they were last year.",0,,,,,,,,,,,,,0.0,,,,FacEval,-0.36812464396158856,0.3319053053855896
295,295,13820513,"Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon",human_ref,"A person was beaten and mugged on campus and had to be hospitalised. The attacker wore a mask. An official statement will be released, along with a newspaper article. Truman and Rodney think the campus security is subpar, even though there are cameras around.",0,,,,,,,,,,,,,0.0,,,,FacEval,-0.15990161895751953,0.36616086959838867
296,296,13820513,"Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon",bart_large,A guy got beaten and mugged on campus. The assailant had a mask on. He's in the hospital.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.38818359375,0.6808728575706482
297,297,13820513,"Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon",mv-bart_large,"A guy got beaten and mugged on campus. The assailant had a mask on. He's in the hospital, but he'll be fine.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.38916015625,0.691472589969635
298,298,13820513,"Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon",co-ref bart large,"A guy got beaten and mugged on campus. The assailant had a mask on. He's in the hospital, but he'll be fine. The university is going to give an official statement about it.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.20294952392578125,0.5712096095085144
299,299,13820513,"Rodney: Have you heard a guy got beaten and mugged on campus?
Truman: Oh, man is he ok?
Ross: Do they have any idea who did it?
Rodney: They're gonna give an official statement about. There's also gonna be an article in the paper. As far as I know the assailant had a mask on.
Truman: And what about the beaten guy?
Rodney: He's in the hospital, but it seems like he'll be fine.
Ross: You think it was a student?
Rodney: Who knows what those jocks are capable of.
Ross: They could do it just for fun.
Truman: On the other hand its easy to get on campus without being detected
Ross: There are cameras.
Truman: If your masked it don't matter. You know how those security guards are
Rodney: They don't give a fuck
Ross: True that
Truman: Hope they catch the guy soon",condigsum bart large,"A guy got beaten and mugged on campus. The assailant had a mask on. He's in the hospital, but he'll be fine. There will be an article in the paper.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.48651123046875,0.7522092461585999
300,300,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",human_ref,Poppy is not going to be home tonight but she won't reveal the reason to Dean. She won't be making dinner so Dean has to get something on his way home.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.1309814453125,0.24492499232292175
301,301,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",bart_large,Dean will grab something to eat on his way back home. Poppy won't be home tonight.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.3154296875,0.42268165946006775
302,302,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",mv-bart_large,"Poppy won't be home tonight, so Dean will grab something to eat on his way home.",0,,,,,,,,,,,,,0.0,,,,FacEval,-0.77490234375,0.22916679084300995
303,303,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",co-ref bart large,Poppy is not preparing anything for dinner tonight. Dean will grab something on his way back home. She won't be home tonight. She will see Dean tomorrow.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.139251708984375,0.26369231939315796
304,304,13828797,"Dean: Hey sweetheart
Dean: What's for dinner tonight :D
Poppy: Hey
Poppy: Dunno?
Dean: What do you mean you dunno :D
Poppy: Well, I'm not preparing anything tonight
Poppy: So I dunno
Dean: Nooo whyy I'm starving
Poppy: Grab something on the way back home
Dean: I guess I will!
Dean: What would you like me to get for you? :*
Poppy: Nothing I won't be home tonight
Dean: ???
Dean: You won't?
Poppy: Yeah I won't
Dean: What's up?
Poppy: Nothing
Poppy: I'll see you tomorrow
Dean: Where are you going to be tonight then?
Poppy: Not telling
Dean: :O
Dean: Why
Poppy: Because it's a secret
Poppy: :O
Dean: :O
Poppy: :O",condigsum bart large,Dean will grab something to eat on his way back home. Poppy won't be home tonight. She will see Dean tomorrow.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.2703043619791667,0.35212796926498413
305,305,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",human_ref,Julia will be waiting for Bert with the dinner. Bert is coming home around 8.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.157196044921875,0.21262189745903015
306,306,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",bart_large,Bert is getting home around 8-ish. Julia will wait for him with the dinner.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.04925537109375,0.22324863076210022
307,307,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",mv-bart_large,Bert is getting home around 8-ish. Julia and the others will wait for him with dinner.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.0135498046875,0.22659218311309814
308,308,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",co-ref bart large,Bert is getting home around 8-ish. Julia will wait for him with the dinner. Bert will try to get there on time.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.11381022135416667,0.22370481491088867
309,309,13731225,"Julia: Hey, what time are you getting home?
Bert: 8-ish. Why?
Julia: I was wondering if we should wait for you with the dinner?
Bert: Yeah, that would be nice of you. I'll try to get there on time
Julia: Ok. Call me if you're running late
Bert: I will. xx",condigsum bart large,Bert is getting home around 8-ish. Julia will wait for him with the dinner.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.04925537109375,0.22324863076210022
310,310,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",human_ref,"Celine is not at home, but she will call Cara before visiting her.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.04901123046875,0.21372859179973602
311,311,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",bart_large,Celine will visit Cara in the evening.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.5855560302734375,0.22153207659721375
312,312,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",mv-bart_large,Celine is not at home. Cara will drop by in the evening if she decides to come.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.5372390747070312,0.28261592984199524
313,313,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",co-ref bart large,"Cara wants Celine to come over in the evening. Celine is not at home, but she will call Cara if she decides to come.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.57061767578125,0.22153207659721375
314,314,13730929,"Cara: hey
Cara: are you at home
Celine: hey Cara
Celine: No i'm not
Cara: okay then, i just wanted to pass by
Celine: im sorry, i can drop by in the evening if you dont mind
Cara: its fine, call me then if you decide to come
Celine: ok",condigsum bart large,Celine will drop by Cara in the evening if she decides to come.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.8026885986328125,0.22153207659721375
315,315,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",human_ref,Pete has got an interview. His wife Iris is happy because her parents are glad she found a decent man. She is joking he is famous.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.4646199544270833,0.23127660155296326
316,316,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",bart_large,Pete will be home in an hour.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.56658935546875,0.22659218311309814
317,317,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",mv-bart_large,Pete will be home in an hour. Iris's parents are happy for him.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.5327911376953125,0.22000901401042938
318,318,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",co-ref bart large,Pete got an interview. Iris's parents are happy for him. Pete will be home in 1 hour.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.3699086507161458,0.238447904586792
319,319,13731481,"Iris: <file_other>
Iris: My husband is famous!!!
Pete: Oh come on! I've got this 1 interview and it really doesn't make me famous...
Iris: Haha. You don't even realize what this ""1 inteview"" means for my parents.
Iris: They're just like: ""We're glad that you found yourself a decent man""
Pete: Hahaha. I'm flattered :) I'll be home in 1 hour.",condigsum bart large,Iris's husband is famous because he had an interview. Iris's parents are happy for him. Pete will be home in 1 hour.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.4292195638020833,0.21715161204338074
320,320,13829083,"Kate: I just had a fight with Chris :/
Mary: Oh no, not again
Kate: It's not me who started it. I don't know why he says certain stuff, it seems like he's doing it on purpose
Mary: What was it this time?
Kate: Same thing, as always. Really, he knows what I think and I know what he thinks so I don't bring up certain things. I don't want to argue, but if it keeps happening, I don't see the point of talking to him
Kate: I'm angry every single time I talk with him
Mary: Eh, I don't get why he keeps doing it. What did he say?
Kate: I don't want to get worked up over it again, but really usual stuff. He watched a programme about the refugees and went on a rant about it
Mary: oh god
Kate: right?! I don't know why I'm still talking with him. I tried to talk some sense into him, apparently with no luck
Mary: What did you tell him?
Kate: What I usually tell him. He was an immigrant once, he was working abroad, I sent him all the data and research, statistics, everything.
Mary: I'm afraid Chris may be too pig-headed for that
Kate: Pfff I bet he didn't even read anything. He's just watching the nationalists, Trump and all those idiots, listens to everything they're saying on the telly instead of just thinking for once
Mary: I know, to be honest I kind of avoid these subjects when I'm talking with him
Kate: Well, I try to as well, but as you can see he can't stop himself
Kate: I know he's our friend and we go out often, but I'm not sure I can do it any more, I don't want be friends with someone who thinks that Mexican children are worse and that they should be kept away from the US
Mary: Oh my god he said that?
Kate: Yes :/
Mary: Jesus, I knew he has strong views, but to say something like that? That's a bit too much
Kate: You're telling me this. I think we should reconsider this let's say friendship, because if every conversation will lead to something like this, I'm not interested in staying in touch with him
Mary: No wonder",human_ref,Kate had a fight with Chris about refugees. He thinks the U.S. should not accept them. Kate and Mary do not share this opinion. They are having second thoughts about their friendship.,0,,,,,,,,,,,,,0.0,,,,FacEval,-0.21026611328125,0.27937108278274536
321,321,13829083,"Kate: I just had a fight with Chris :/
Mary: Oh no, not again
Kate: It's not me who started it. I don't know why he says certain stuff, it seems like he's doing it on purpose
Mary: What was it this time?
Kate: Same thing, as always. Really, he knows what I think and I know what he thinks so I don't bring up certain things. I don't want to argue, but if it keeps happening, I don't see the point of talking to him
Kate: I'm angry every single time I talk with him
Mary: Eh, I don't get why he keeps doing it. What did he say?
Kate: I don't want to get worked up over it again, but really usual stuff. He watched a programme about the refugees and went on a rant about it
Mary: oh god
Kate: right?! I don't know why I'm still talking with him. I tried to talk some sense into him, apparently with no luck
Mary: What did you tell him?
Kate: What I usually tell him. He was an immigrant once, he was working abroad, I sent him all the data and research, statistics, everything.
Mary: I'm afraid Chris may be too pig-headed for that
Kate: Pfff I bet he didn't even read anything. He's just watching the nationalists, Trump and all those idiots, listens to everything they're saying on the telly instead of just thinking for once
Mary: I know, to be honest I kind of avoid these subjects when I'm talking with him
Kate: Well, I try to as well, but as you can see he can't stop himself
Kate: I know he's our friend and we go out often, but I'm not sure I can do it any more, I don't want be friends with someone who thinks that Mexican children are worse and that they should be kept away from the US
Mary: Oh my god he said that?
Kate: Yes :/
Mary: Jesus, I knew he has strong views, but to say something like that? That's a bit too much
Kate: You're telling me this. I think we should reconsider this let's say friendship, because if every conversation will lead to something like this, I'm not interested in staying in touch with him
Mary: No wonder",bart_large,"Kate is angry at Chris, because he keeps talking about the refugees on purpose. She doesn't want to be friends with him any more, because she thinks they should reconsider their friendship.",0,,,,,,,,,,,,,0.0,,,,FacEval,0.3258056640625,0.3228084146976471
322,322,13829083,"Kate: I just had a fight with Chris :/
Mary: Oh no, not again
Kate: It's not me who started it. I don't know why he says certain stuff, it seems like he's doing it on purpose
Mary: What was it this time?
Kate: Same thing, as always. Really, he knows what I think and I know what he thinks so I don't bring up certain things. I don't want to argue, but if it keeps happening, I don't see the point of talking to him
Kate: I'm angry every single time I talk with him
Mary: Eh, I don't get why he keeps doing it. What did he say?
Kate: I don't want to get worked up over it again, but really usual stuff. He watched a programme about the refugees and went on a rant about it
Mary: oh god
Kate: right?! I don't know why I'm still talking with him. I tried to talk some sense into him, apparently with no luck
Mary: What did you tell him?
Kate: What I usually tell him. He was an immigrant once, he was working abroad, I sent him all the data and research, statistics, everything.
Mary: I'm afraid Chris may be too pig-headed for that
Kate: Pfff I bet he didn't even read anything. He's just watching the nationalists, Trump and all those idiots, listens to everything they're saying on the telly instead of just thinking for once
Mary: I know, to be honest I kind of avoid these subjects when I'm talking with him
Kate: Well, I try to as well, but as you can see he can't stop himself
Kate: I know he's our friend and we go out often, but I'm not sure I can do it any more, I don't want be friends with someone who thinks that Mexican children are worse and that they should be kept away from the US
Mary: Oh my god he said that?
Kate: Yes :/
Mary: Jesus, I knew he has strong views, but to say something like that? That's a bit too much
Kate: You're telling me this. I think we should reconsider this let's say friendship, because if every conversation will lead to something like this, I'm not interested in staying in touch with him
Mary: No wonder",mv-bart_large,Kate had a fight with Chris. He watched a programme about the refugees and went on a rant about it. He thinks Mexican children are worse and that they should be kept away from the US. Kate doesn't know why she's still talking to him.,0,,,,,,,,,,,,,0.0,,,,FacEval,0.33074951171875,0.550891637802124
