,DocID,Dialogue,Model,Summary,PredE,PredE_text,SubjObjE,SubjObjE_text,OutE,OutE_text,CorefE,CorefE_text,GramE,GramE_text,CircE,CircE_text,LinkE,LinkE_text,OthE,OthE_text,w/ Error
369,13731107,"Ella: OMG!
Noah: ???
Ella: Just got a text from my mom!
Noah: ???
Ella: She won a hundred thou in the lottery!
Noah: Get. Out. !!!!!!!!!!!!!!!!!
Ella: Yes!!! Christmas is gonna be good! LOL!
Noah: Don't forget the little people!
Ella: LOL!",UniLM,Ella got a text from her mother and she won a hundred dollars in the lottery .,no,,no,,no,,yes,she,no,,yes,a hundred dollars,no,,no,,1
370,13731107,"Ella: OMG!
Noah: ???
Ella: Just got a text from my mom!
Noah: ???
Ella: She won a hundred thou in the lottery!
Noah: Get. Out. !!!!!!!!!!!!!!!!!
Ella: Yes!!! Christmas is gonna be good! LOL!
Noah: Don't forget the little people!
Ella: LOL!",MV-BART,Ella's mom has won a hundred dollars in the lottery.,no,,no,,no,,no,,no,,yes,a hundred dollars,no,,no,,1
371,13731107,"Ella: OMG!
Noah: ???
Ella: Just got a text from my mom!
Noah: ???
Ella: She won a hundred thou in the lottery!
Noah: Get. Out. !!!!!!!!!!!!!!!!!
Ella: Yes!!! Christmas is gonna be good! LOL!
Noah: Don't forget the little people!
Ella: LOL!",CODS,Ella's mom won a hundred dollars in the lottery. Noah reminds Ella not to forget the little people.,no,,no,,no,,no,,no,,yes,a hundred dollars,no,,no,,1
372,13730736,"Harry: heyyyy are you there??
Cindy: Yes dear what is it?
Harry: Can you call Ela and tell her i need to talk urgent please pick my call.
Cindy: what happened now? an other fight :O
Harry: please tell her
Cindy: MAN! you guys... am i some kind of a messenger service here?
Harry: PLEASEEEEEEEEE ?
Cindy: ok doing.... but thats the last time.
Harry: Yes like always:P
Cindy: Hate you seriously man.
Harry: Thank you
Cindy: Done you can call her now.",BART,Harry wants Cindy to call Ela.,no,,no,,no,,no,,no,,no,,no,,no,,0
373,13730736,"Harry: heyyyy are you there??
Cindy: Yes dear what is it?
Harry: Can you call Ela and tell her i need to talk urgent please pick my call.
Cindy: what happened now? an other fight :O
Harry: please tell her
Cindy: MAN! you guys... am i some kind of a messenger service here?
Harry: PLEASEEEEEEEEE ?
Cindy: ok doing.... but thats the last time.
Harry: Yes like always:P
Cindy: Hate you seriously man.
Harry: Thank you
Cindy: Done you can call her now.",UniLM,Harry wants Cindy to call Ela .,no,,no,,no,,no,,no,,no,,no,,no,,0
374,13730736,"Harry: heyyyy are you there??
Cindy: Yes dear what is it?
Harry: Can you call Ela and tell her i need to talk urgent please pick my call.
Cindy: what happened now? an other fight :O
Harry: please tell her
Cindy: MAN! you guys... am i some kind of a messenger service here?
Harry: PLEASEEEEEEEEE ?
Cindy: ok doing.... but thats the last time.
Harry: Yes like always:P
Cindy: Hate you seriously man.
Harry: Thank you
Cindy: Done you can call her now.",MV-BART,Cindy will call Ela and tell her that Harry needs to talk to her urgently.,no,,no,,no,,no,,no,,no,,no,,no,,0
375,13730736,"Harry: heyyyy are you there??
Cindy: Yes dear what is it?
Harry: Can you call Ela and tell her i need to talk urgent please pick my call.
Cindy: what happened now? an other fight :O
Harry: please tell her
Cindy: MAN! you guys... am i some kind of a messenger service here?
Harry: PLEASEEEEEEEEE ?
Cindy: ok doing.... but thats the last time.
Harry: Yes like always:P
Cindy: Hate you seriously man.
Harry: Thank you
Cindy: Done you can call her now.",CODS,Cindy will call Ela and tell her Harry needs to talk urgently. Cindy hates Harry.,no,,no,,no,,no,,no,,no,,no,,no,,0
376,13730578,"Louis: did you see all the people outside the book shop today?
Louis: it was insane!!!
Sara: YES!!!
Sara: i saw a hugeeeeeeee crowd
Sara: do you know what was going on?
Louis: my friend told me this writer, this new writer...
Louis: i can't remember his name...
Louis: the one that writes about vampires
Sara: dante kyle?
Louis: no, the other one
Sara: cole grant?
Louis: YES!! my friends told me he was there signing copies of his books
Sara: no big loss then
Sara: i'm not a fan of his",BART,There was a huge crowd outside the book shop today. A writer called Cole Grant was signing copies of his books. Sara doesn't like Cole Grant.,yes,doesn't like Cole Grant,no,,no,,no,,no,,no,,no,,no,,1
377,13730578,"Louis: did you see all the people outside the book shop today?
Louis: it was insane!!!
Sara: YES!!!
Sara: i saw a hugeeeeeeee crowd
Sara: do you know what was going on?
Louis: my friend told me this writer, this new writer...
Louis: i can't remember his name...
Louis: the one that writes about vampires
Sara: dante kyle?
Louis: no, the other one
Sara: cole grant?
Louis: YES!! my friends told me he was there signing copies of his books
Sara: no big loss then
Sara: i'm not a fan of his",UniLM,There was a huge crowd outside the book shop today . Louis and Sara saw a new writer signing copies of his books .,yes,saw a new writer signing copies of his books .,no,,no,,no,,no,,no,,no,,no,,1
378,13730578,"Louis: did you see all the people outside the book shop today?
Louis: it was insane!!!
Sara: YES!!!
Sara: i saw a hugeeeeeeee crowd
Sara: do you know what was going on?
Louis: my friend told me this writer, this new writer...
Louis: i can't remember his name...
Louis: the one that writes about vampires
Sara: dante kyle?
Louis: no, the other one
Sara: cole grant?
Louis: YES!! my friends told me he was there signing copies of his books
Sara: no big loss then
Sara: i'm not a fan of his",MV-BART,Sara saw a huge crowd outside the book shop today. There was a new writer signing copies of his books. Sara is not a fan of his.,no,,no,,no,,no,,no,,no,,no,,no,,0
379,13730578,"Louis: did you see all the people outside the book shop today?
Louis: it was insane!!!
Sara: YES!!!
Sara: i saw a hugeeeeeeee crowd
Sara: do you know what was going on?
Louis: my friend told me this writer, this new writer...
Louis: i can't remember his name...
Louis: the one that writes about vampires
Sara: dante kyle?
Louis: no, the other one
Sara: cole grant?
Louis: YES!! my friends told me he was there signing copies of his books
Sara: no big loss then
Sara: i'm not a fan of his",CODS,There was a huge crowd outside the book shop today. He was signing copies of his books.,no,,no,,no,,yes,He,no,,no,,no,,no,,1
380,13727809,"Matt: Hey
Matt: I got my ticket for Dawid Podsiadlo!!!
Matt: So stoked!
Thomas: Whooaa that's great!!
Matt: I will see you there then! 
Thomas: Yes for sure
Thomas: Remind me before 
Thomas: Like the day before k? 
Matt: For sure 
Matt: Who you're going with 
Thomas: by myself for now
Thomas: I meant until now haha
Matt: Right on 
Matt: I am so stoked tho
Thomas: Me too 
Matt: I might ask a few more people if they're coming ;) 
Thomas: Maria was interested I think 
Thomas: But I am not too sure
Thomas: i will ask her",BART,Matt got a ticket for Dawid Podsiadlo. Thomas is going with Maria.,no,,yes,Maria,no,,no,,no,,no,,no,,no,,1
381,13727809,"Matt: Hey
Matt: I got my ticket for Dawid Podsiadlo!!!
Matt: So stoked!
Thomas: Whooaa that's great!!
Matt: I will see you there then! 
Thomas: Yes for sure
Thomas: Remind me before 
Thomas: Like the day before k? 
Matt: For sure 
Matt: Who you're going with 
Thomas: by myself for now
Thomas: I meant until now haha
Matt: Right on 
Matt: I am so stoked tho
Thomas: Me too 
Matt: I might ask a few more people if they're coming ;) 
Thomas: Maria was interested I think 
Thomas: But I am not too sure
Thomas: i will ask her",UniLM,Matt got a ticket for Dawid Podsiadlo . He will go with Thomas and some other people . Thomas might ask Maria if they are coming .,no,,no,,no,,no,,yes,they are,no,,no,,no,,1
382,13727809,"Matt: Hey
Matt: I got my ticket for Dawid Podsiadlo!!!
Matt: So stoked!
Thomas: Whooaa that's great!!
Matt: I will see you there then! 
Thomas: Yes for sure
Thomas: Remind me before 
Thomas: Like the day before k? 
Matt: For sure 
Matt: Who you're going with 
Thomas: by myself for now
Thomas: I meant until now haha
Matt: Right on 
Matt: I am so stoked tho
Thomas: Me too 
Matt: I might ask a few more people if they're coming ;) 
Thomas: Maria was interested I think 
Thomas: But I am not too sure
Thomas: i will ask her",MV-BART,Matt got a ticket for Dawid Podsiadlo. He will see Thomas and Maria there. Maria might come.,no,,yes,and Maria,no,,no,,no,,no,,no,,no,,1
383,13727809,"Matt: Hey
Matt: I got my ticket for Dawid Podsiadlo!!!
Matt: So stoked!
Thomas: Whooaa that's great!!
Matt: I will see you there then! 
Thomas: Yes for sure
Thomas: Remind me before 
Thomas: Like the day before k? 
Matt: For sure 
Matt: Who you're going with 
Thomas: by myself for now
Thomas: I meant until now haha
Matt: Right on 
Matt: I am so stoked tho
Thomas: Me too 
Matt: I might ask a few more people if they're coming ;) 
Thomas: Maria was interested I think 
Thomas: But I am not too sure
Thomas: i will ask her",CODS,Matt got his ticket for Dawid Podsiadlo. Maria was interested in going with them.,no,,no,,yes,Maria was interested in going with them,no,,no,,no,,no,,no,,1
384,13611822,"Jaya: Hello Ravi, I haven't seen your mother in the club for almost 4 months. Is she fine?
Ravi:- She is not keeping well these days.
Jaya: so sorry to hear that, what happened?
Ravi: She has been suffering from knee pain for almost 5 years now and the doctor has asked her to restrict movement.
Jaya: Any specific reason for the pain?
Ravi: Its probably arthritis. The doctor said that it can be controlled, but not cured completely.
Jaya: Oh, she had always maintained a healthy lifestyle, I wonder how this happened.
Ravi: She did have mild ache in her knees for the past few years but had been ignoring it.
Jaya: Did you try naturopathy?
Ravi: We tried almost everything.
Jaya: Your mother is a strong lady. She never gives up so easily.
Ravi: She is still the same, however abiding by the doctor’s advice she prefers to stay at home most of the time.
Jaya: Please ask her to take care and start feeling better soon. 
Ravi: Thanks. I'll pass your wishes to her.",BART,Jaya hasn't seen Ravi's mother in the club for almost 4 months. Her mother has been having knee pain for almost 5 years and the doctor has asked her to restrict movement. It's probably arthritis.,no,,no,,no,,no,,no,,no,,no,,no,,0
385,13611822,"Jaya: Hello Ravi, I haven't seen your mother in the club for almost 4 months. Is she fine?
Ravi:- She is not keeping well these days.
Jaya: so sorry to hear that, what happened?
Ravi: She has been suffering from knee pain for almost 5 years now and the doctor has asked her to restrict movement.
Jaya: Any specific reason for the pain?
Ravi: Its probably arthritis. The doctor said that it can be controlled, but not cured completely.
Jaya: Oh, she had always maintained a healthy lifestyle, I wonder how this happened.
Ravi: She did have mild ache in her knees for the past few years but had been ignoring it.
Jaya: Did you try naturopathy?
Ravi: We tried almost everything.
Jaya: Your mother is a strong lady. She never gives up so easily.
Ravi: She is still the same, however abiding by the doctor’s advice she prefers to stay at home most of the time.
Jaya: Please ask her to take care and start feeling better soon. 
Ravi: Thanks. I'll pass your wishes to her.",UniLM,Ravi ' s mother is not keeping well in the club for almost 4 months . She has suffered from arthritis and the doctor has asked her to restrict movement .,no,,no,,yes,in the club for almost 4 months,no,,no,,no,,no,,no,,1
386,13611822,"Jaya: Hello Ravi, I haven't seen your mother in the club for almost 4 months. Is she fine?
Ravi:- She is not keeping well these days.
Jaya: so sorry to hear that, what happened?
Ravi: She has been suffering from knee pain for almost 5 years now and the doctor has asked her to restrict movement.
Jaya: Any specific reason for the pain?
Ravi: Its probably arthritis. The doctor said that it can be controlled, but not cured completely.
Jaya: Oh, she had always maintained a healthy lifestyle, I wonder how this happened.
Ravi: She did have mild ache in her knees for the past few years but had been ignoring it.
Jaya: Did you try naturopathy?
Ravi: We tried almost everything.
Jaya: Your mother is a strong lady. She never gives up so easily.
Ravi: She is still the same, however abiding by the doctor’s advice she prefers to stay at home most of the time.
Jaya: Please ask her to take care and start feeling better soon. 
Ravi: Thanks. I'll pass your wishes to her.",MV-BART,"Jaya hasn't seen Ravi's mother in the club for almost 4 months. His mother has been suffering from knee pain for almost 5 years and the doctor has asked her to restrict movement. She is still the same, but abiding by the doctor's advice she prefers to stay at home most of the time.",no,,no,,no,,no,,no,,no,,no,,no,,0
387,13611822,"Jaya: Hello Ravi, I haven't seen your mother in the club for almost 4 months. Is she fine?
Ravi:- She is not keeping well these days.
Jaya: so sorry to hear that, what happened?
Ravi: She has been suffering from knee pain for almost 5 years now and the doctor has asked her to restrict movement.
Jaya: Any specific reason for the pain?
Ravi: Its probably arthritis. The doctor said that it can be controlled, but not cured completely.
Jaya: Oh, she had always maintained a healthy lifestyle, I wonder how this happened.
Ravi: She did have mild ache in her knees for the past few years but had been ignoring it.
Jaya: Did you try naturopathy?
Ravi: We tried almost everything.
Jaya: Your mother is a strong lady. She never gives up so easily.
Ravi: She is still the same, however abiding by the doctor’s advice she prefers to stay at home most of the time.
Jaya: Please ask her to take care and start feeling better soon. 
Ravi: Thanks. I'll pass your wishes to her.",CODS,Jaya hasn't seen Ravi's mother in the club for almost 4 months. Ravi's mother has arthritis and has to restrict movement. Ravi's mother has arthritis. Ravi will ask his mother to take care.,no,,no,,yes,Ravi's mother has arthritis.,no,,no,,no,,no,,no,,1
388,13864890,"Ethan: ok I’m back
Dustin: <file_gif>
Ray: hey. How was the meeting?
Ethan: boooriiiiing
Dustin: <file_gif>
Ethan: all the more that I’m all sore after yesterday
Ethan: <file_gif>
Ray: again? how often do you go to the gym bro?;D
Ethan: oh you know. I usually try every other day
Ethan: but this week I’ve trained every day
Dustin: whaaaa
Ray: you’re crazy
Ethan: some guys always go every day and they live
Dustin: yeah right. I’m so proud of myself if I go twice a week ;D
Ray: exactly!
Ethan: no pain no gain 
Dustin: so u training tonight? Or maybe
Dustin: <file_gif>
Dustin: ? :D
Ray: all riiiight :D now you’re talking;D
Ethan: I was going to…
Ethan: but you know…
Ray: 8pm my place?
Dustin: perfect
Ethan: how bout 9pm? I have to pick up the kids 
Ray: Ok, we’ll be waiting
Dustin: we will. Not sure if the magic potion will xD
Ethan: Ok I’ll text Sam to pick them up ;D
Ethan: see u at 8
Ray: <file_gif> ",BART,Ethan has been to the gym every day this week. Ray and Dustin will meet Ethan at 8 pm at Ray's place. Ethan will pick up the kids at 9 pm.,no,,no,,no,,no,,no,,no,,no,,no,,0
389,13864890,"Ethan: ok I’m back
Dustin: <file_gif>
Ray: hey. How was the meeting?
Ethan: boooriiiiing
Dustin: <file_gif>
Ethan: all the more that I’m all sore after yesterday
Ethan: <file_gif>
Ray: again? how often do you go to the gym bro?;D
Ethan: oh you know. I usually try every other day
Ethan: but this week I’ve trained every day
Dustin: whaaaa
Ray: you’re crazy
Ethan: some guys always go every day and they live
Dustin: yeah right. I’m so proud of myself if I go twice a week ;D
Ray: exactly!
Ethan: no pain no gain 
Dustin: so u training tonight? Or maybe
Dustin: <file_gif>
Dustin: ? :D
Ray: all riiiight :D now you’re talking;D
Ethan: I was going to…
Ethan: but you know…
Ray: 8pm my place?
Dustin: perfect
Ethan: how bout 9pm? I have to pick up the kids 
Ray: Ok, we’ll be waiting
Dustin: we will. Not sure if the magic potion will xD
Ethan: Ok I’ll text Sam to pick them up ;D
Ethan: see u at 8
Ray: <file_gif> ",UniLM,Ethan is back from yesterday ' s meeting . Ethan and Dustin will meet at 8 pm at Ray ' s place . Ethan will pick up the kids .,no,,no,,no,,no,,no,,no,,no,,no,,0
390,13864890,"Ethan: ok I’m back
Dustin: <file_gif>
Ray: hey. How was the meeting?
Ethan: boooriiiiing
Dustin: <file_gif>
Ethan: all the more that I’m all sore after yesterday
Ethan: <file_gif>
Ray: again? how often do you go to the gym bro?;D
Ethan: oh you know. I usually try every other day
Ethan: but this week I’ve trained every day
Dustin: whaaaa
Ray: you’re crazy
Ethan: some guys always go every day and they live
Dustin: yeah right. I’m so proud of myself if I go twice a week ;D
Ray: exactly!
Ethan: no pain no gain 
Dustin: so u training tonight? Or maybe
Dustin: <file_gif>
Dustin: ? :D
Ray: all riiiight :D now you’re talking;D
Ethan: I was going to…
Ethan: but you know…
Ray: 8pm my place?
Dustin: perfect
Ethan: how bout 9pm? I have to pick up the kids 
Ray: Ok, we’ll be waiting
Dustin: we will. Not sure if the magic potion will xD
Ethan: Ok I’ll text Sam to pick them up ;D
Ethan: see u at 8
Ray: <file_gif> ",MV-BART,Ethan went to the gym every day this week. Ray and Dustin will meet Ethan at 8 pm at Ray's place.,no,,no,,no,,no,,no,,no,,no,,no,,0
391,13864890,"Ethan: ok I’m back
Dustin: <file_gif>
Ray: hey. How was the meeting?
Ethan: boooriiiiing
Dustin: <file_gif>
Ethan: all the more that I’m all sore after yesterday
Ethan: <file_gif>
Ray: again? how often do you go to the gym bro?;D
Ethan: oh you know. I usually try every other day
Ethan: but this week I’ve trained every day
Dustin: whaaaa
Ray: you’re crazy
Ethan: some guys always go every day and they live
Dustin: yeah right. I’m so proud of myself if I go twice a week ;D
Ray: exactly!
Ethan: no pain no gain 
Dustin: so u training tonight? Or maybe
Dustin: <file_gif>
Dustin: ? :D
Ray: all riiiight :D now you’re talking;D
Ethan: I was going to…
Ethan: but you know…
Ray: 8pm my place?
Dustin: perfect
Ethan: how bout 9pm? I have to pick up the kids 
Ray: Ok, we’ll be waiting
Dustin: we will. Not sure if the magic potion will xD
Ethan: Ok I’ll text Sam to pick them up ;D
Ethan: see u at 8
Ray: <file_gif> ",CODS,Ethan was at the meeting yesterday. Ethan trained every day this week. Ethan will pick up the kids at 8 pm.,no,,no,,no,,no,,no,,no,,no,,no,,0
392,13728321-1,"Jeremih: hey, tell your sis to text back
Hansel: haha, thats your issues bro, dont drag me into it
Jeremih: she's mad at me
Hansel: for what
Jeremih: i dont even know😔
Hansel:😢😂
Jeremih: youre laughing
Hansel: haha, ill tell her but next time i wont interfere
Jeremih: Okay bro, thanks",BART,Jeremih's sister is mad at him. Hansel will tell her.,no,,yes,Jeremih's,no,,yes,her,no,,no,,no,,no,,1
393,13728321-1,"Jeremih: hey, tell your sis to text back
Hansel: haha, thats your issues bro, dont drag me into it
Jeremih: she's mad at me
Hansel: for what
Jeremih: i dont even know😔
Hansel:😢😂
Jeremih: youre laughing
Hansel: haha, ill tell her but next time i wont interfere
Jeremih: Okay bro, thanks",UniLM,"Jeremih wants Hansel ' s sister to text him , but she ' s mad at him .",no,,yes,she,no,,no,,no,,no,,no,,no,,1
394,13728321-1,"Jeremih: hey, tell your sis to text back
Hansel: haha, thats your issues bro, dont drag me into it
Jeremih: she's mad at me
Hansel: for what
Jeremih: i dont even know😔
Hansel:😢😂
Jeremih: youre laughing
Hansel: haha, ill tell her but next time i wont interfere
Jeremih: Okay bro, thanks",MV-BART,Jeremih's sister is mad at him. Hansel will tell her to text back.,no,,yes,Jeremih's,no,,yes,her,no,,no,,no,,no,,1
395,13728321-1,"Jeremih: hey, tell your sis to text back
Hansel: haha, thats your issues bro, dont drag me into it
Jeremih: she's mad at me
Hansel: for what
Jeremih: i dont even know😔
Hansel:😢😂
Jeremih: youre laughing
Hansel: haha, ill tell her but next time i wont interfere
Jeremih: Okay bro, thanks",CODS,Hansel will tell his sister to text back because she's mad at Jeremih.,no,,yes,she's,no,,no,,no,,no,,no,,no,,1
396,13681891,"Carly: She's so stupid <LOL>
Cindy: I know, right ;D
Carly: How could she do that :D
Cindy: I know <LOL>
Carly: she really asked him :D
Cindy: yeah, she did <LOL>
Carly: ok, talked to u latter 
Cindy: :D",BART,Carly and Cindy are laughing at her.,no,,no,,no,,no,,no,,no,,no,,no,,0
397,13681891,"Carly: She's so stupid <LOL>
Cindy: I know, right ;D
Carly: How could she do that :D
Cindy: I know <LOL>
Carly: she really asked him :D
Cindy: yeah, she did <LOL>
Carly: ok, talked to u latter 
Cindy: :D",UniLM,She asked him so she talked to Carly .,no,,no,,no,,no,,no,,no,,no,,no,,0
398,13681891,"Carly: She's so stupid <LOL>
Cindy: I know, right ;D
Carly: How could she do that :D
Cindy: I know <LOL>
Carly: she really asked him :D
Cindy: yeah, she did <LOL>
Carly: ok, talked to u latter 
Cindy: :D",MV-BART,Carly and Cindy are laughing at her for asking him.,no,,no,,no,,no,,no,,no,,no,,no,,0
399,13681891,"Carly: She's so stupid <LOL>
Cindy: I know, right ;D
Carly: How could she do that :D
Cindy: I know <LOL>
Carly: she really asked him :D
Cindy: yeah, she did <LOL>
Carly: ok, talked to u latter 
Cindy: :D",CODS,She asked him out.,no,,no,,no,,no,,no,,no,,no,,yes,out,1
400,13828973,"Leah: i've just met the creepiest guy on the earth :|
Samantha: :o i'm all ears
Leah: last night i went to the poetry reading
Leah: this guy approached me, introduced himself and we started talking
Leah: he was rly boring, but, you know, i didn't want to be rude, he didn't seem to be a psycho, so i kept talkig to him
Leah: at one point he mentioned that ""we have something in common"", because we both speak german
Samantha: charming :D
Leah: i was like: ""erm, ok, how do you know about this, i don't know you, i didn't tell you about this""
Leah: he just brushed it off and kept talking
Leah: at one point he asked me about an event i had attended and he NAMED ALL OF MY FRIENDS THAT HAD COME WITH ME
Leah: of course i didn't tell him about it
Samantha: wow, that's creepy as hell
Samantha: what did you do?
Leah: i asked him once again how did he know about all this stuff and he said that he googled me out
Samantha: WHAAAAT?
Samantha: i googled people out before, but i’m not that stupid (and creepy) to tell them about it :o
Leah: right?!
Leah: and now the best part
Leah: he googled me out, because he thought that i had a crush on him, because 2 weeks earlier  I LIKED A POST ON FB announcing that he was going to accompany poets on the guitar during the poetry reading
Leah: can you believe this?!
Samantha: LOOOOOOL
Samantha: men are fckin weird
Leah: AND he tried to walk me home, even though i told him straightforward that he was a creep
Samantha: girl, you're lucky that he didn’t kill you, what a psycho
Samantha: i would totally freak out",BART,Leah went to the poetry reading last night. She met a guy who introduced himself and started talking to her. They both speak German. He asked her about an event she had attended and named all of her friends who had come with her. Two weeks earlier she had liked a Facebook post announcing that he was going to accompany poets on the guitar. He tried to walk Leah home.,no,,no,,no,,no,,no,,no,,no,,no,,0
401,13828973,"Leah: i've just met the creepiest guy on the earth :|
Samantha: :o i'm all ears
Leah: last night i went to the poetry reading
Leah: this guy approached me, introduced himself and we started talking
Leah: he was rly boring, but, you know, i didn't want to be rude, he didn't seem to be a psycho, so i kept talkig to him
Leah: at one point he mentioned that ""we have something in common"", because we both speak german
Samantha: charming :D
Leah: i was like: ""erm, ok, how do you know about this, i don't know you, i didn't tell you about this""
Leah: he just brushed it off and kept talking
Leah: at one point he asked me about an event i had attended and he NAMED ALL OF MY FRIENDS THAT HAD COME WITH ME
Leah: of course i didn't tell him about it
Samantha: wow, that's creepy as hell
Samantha: what did you do?
Leah: i asked him once again how did he know about all this stuff and he said that he googled me out
Samantha: WHAAAAT?
Samantha: i googled people out before, but i’m not that stupid (and creepy) to tell them about it :o
Leah: right?!
Leah: and now the best part
Leah: he googled me out, because he thought that i had a crush on him, because 2 weeks earlier  I LIKED A POST ON FB announcing that he was going to accompany poets on the guitar during the poetry reading
Leah: can you believe this?!
Samantha: LOOOOOOL
Samantha: men are fckin weird
Leah: AND he tried to walk me home, even though i told him straightforward that he was a creep
Samantha: girl, you're lucky that he didn’t kill you, what a psycho
Samantha: i would totally freak out",UniLM,Leah met a weird guy during a poetry reading last night . He asked her about some event she attended . He wentogled her out .,yes,wentogled,no,,no,,no,,no,,no,,no,,no,,1
402,13828973,"Leah: i've just met the creepiest guy on the earth :|
Samantha: :o i'm all ears
Leah: last night i went to the poetry reading
Leah: this guy approached me, introduced himself and we started talking
Leah: he was rly boring, but, you know, i didn't want to be rude, he didn't seem to be a psycho, so i kept talkig to him
Leah: at one point he mentioned that ""we have something in common"", because we both speak german
Samantha: charming :D
Leah: i was like: ""erm, ok, how do you know about this, i don't know you, i didn't tell you about this""
Leah: he just brushed it off and kept talking
Leah: at one point he asked me about an event i had attended and he NAMED ALL OF MY FRIENDS THAT HAD COME WITH ME
Leah: of course i didn't tell him about it
Samantha: wow, that's creepy as hell
Samantha: what did you do?
Leah: i asked him once again how did he know about all this stuff and he said that he googled me out
Samantha: WHAAAAT?
Samantha: i googled people out before, but i’m not that stupid (and creepy) to tell them about it :o
Leah: right?!
Leah: and now the best part
Leah: he googled me out, because he thought that i had a crush on him, because 2 weeks earlier  I LIKED A POST ON FB announcing that he was going to accompany poets on the guitar during the poetry reading
Leah: can you believe this?!
Samantha: LOOOOOOL
Samantha: men are fckin weird
Leah: AND he tried to walk me home, even though i told him straightforward that he was a creep
Samantha: girl, you're lucky that he didn’t kill you, what a psycho
Samantha: i would totally freak out",MV-BART,Leah met a creep at the poetry reading last night and he tried to walk her home. He googled her out.,no,,no,,no,,no,,no,,no,,no,,no,,0
403,13828973,"Leah: i've just met the creepiest guy on the earth :|
Samantha: :o i'm all ears
Leah: last night i went to the poetry reading
Leah: this guy approached me, introduced himself and we started talking
Leah: he was rly boring, but, you know, i didn't want to be rude, he didn't seem to be a psycho, so i kept talkig to him
Leah: at one point he mentioned that ""we have something in common"", because we both speak german
Samantha: charming :D
Leah: i was like: ""erm, ok, how do you know about this, i don't know you, i didn't tell you about this""
Leah: he just brushed it off and kept talking
Leah: at one point he asked me about an event i had attended and he NAMED ALL OF MY FRIENDS THAT HAD COME WITH ME
Leah: of course i didn't tell him about it
Samantha: wow, that's creepy as hell
Samantha: what did you do?
Leah: i asked him once again how did he know about all this stuff and he said that he googled me out
Samantha: WHAAAAT?
Samantha: i googled people out before, but i’m not that stupid (and creepy) to tell them about it :o
Leah: right?!
Leah: and now the best part
Leah: he googled me out, because he thought that i had a crush on him, because 2 weeks earlier  I LIKED A POST ON FB announcing that he was going to accompany poets on the guitar during the poetry reading
Leah: can you believe this?!
Samantha: LOOOOOOL
Samantha: men are fckin weird
Leah: AND he tried to walk me home, even though i told him straightforward that he was a creep
Samantha: girl, you're lucky that he didn’t kill you, what a psycho
Samantha: i would totally freak out",CODS,Leah went to a poetry reading last night. They both speak German and he suspected Leah of having a crush on him. He was going to accompany poets on the guitar during the reading. He tried to walk Leah home.,no,,no,,no,,yes,They,no,,no,,no,,no,,1
404,13821554,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊",BART,Sam and Jessica are coming to the hotel on the 15th of August.,no,,no,,no,,no,,no,,no,,no,,no,,0
405,13821554,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊",UniLM,Sam and Michael are coming to the hotel on the 15th of August at 2 p . m .,no,,no,,no,,no,,no,,yes,at 2 p . m,no,,no,,1
406,13821554,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊",MV-BART,Sam and Jessica are coming to the hotel on the 15th of August. They will be at the hotel around 2 pm.,no,,no,,no,,no,,no,,no,,no,,no,,0
407,13821554,"Sam: You own a really nice hotel, guys 😊
Jessica: Thanks Sam 😊
Michael: Thanks, mate 
Sam: How is our hotel room set for next month? Hope that the manager will arrange the very best for us 😉
Michael: you’re damn right, Sam
Michael: are you coming on the 15th of August?
Sam: Yep! We’ll be at the hotel around 2 p.m.
Jessica: I’m soooo happy to see you again!
Sam: Me, too 😊",CODS,Jessica and Michael are coming to Sam's hotel on 15th August. They are coming to the hotel on the 15th of August at 2 p.,no,,no,,no,,no,,no,,yes,at 2 p,no,,no,,1
