,uuid,user_id,docid,model,nonfactual_spans,evidence,error_type,summary,dialogue
57,261a894a-4ccb-4d7a-9a0a-75690973e4b7,ann_ccry,13611559,gpt4-32k-0613,,,,"Rashi, a student, expresses her confusion about choosing a career to her teacher. After a discussion, the teacher advises Rashi to follow her interests and passions, and not only focus on earning potential, while further suggesting that balance is key in any career. She suggests that Rashi should gain experience in her field of interest and then work to widen her scope with time, making it a blend of earning and learning. Rashi acknowledges the advice as helpful.","Teacher: Rashi, why are you so low? 
Rashi: Ma’am I’m a bit confused about my career. 
Teacher: What is your confusion?
Rashi: I was discussing with my friends about the career options. 
Teacher: Hmm.
Rashi: There are too many to choose from.
Teacher: Choose a career based on what truly interests you. 
Rashi: I have many that interests me. How does it determine the career?
Teacher: The passion you have for what you do drives you to success. 
Rashi: But what about earnings?
Teacher: Remember at some point of time one should learn to balance  between duties and success.
Rashi: How do I do that?
Teacher: Choose a career which interests you, get experienced and try to progress and widen the scope after a while.
Rashi: Hmm, ok.
Teacher: Something like earn and learn sort of..
Rashi: You are so right. I will remember this.
Teacher: So hope I managed to answer your questions.
Rashi: Yes mam! Thank you very much! 
Teacher : You are most welcome, Rashi."
58,e06b8b7f-7d15-489a-9605-06a3cd2a1aa6,ann_ccry,13611640,gpt4-32k-0613,,,,"Ann was seeking ideas from Fiona to prepare for her father''s 50th birthday. Her father enjoys military movies, but dislikes surprise parties and heights. Although Ann was planning a family dinner, she also wanted to do something special. Fiona suggested activities such as race car driving or horse riding, and then proposed paintball, considering the family could play as a team, and it caters to her father''s interest in the military. Ann agreed and thanked Fiona for her help although she was uncertain about her mother''s reaction to the paintball idea.","Ann: What should I prepare 4 my dad''s birthday?
Fiona: How old is he?
Ann: turning 50
Fiona: wow, a round birthay, it must be sth big
Ann: I know, but I don''t have any idea
Fiona: surprise party?
Ann: My dad hates dose
Fiona: ok, so what does he like?
Ann: I don''t know, he watch a lot of military movie
Fiona: well, a movie ticket is probably not what you thought of
Ann: not even close
Fiona: Maybe some event. U know like bungee jumping or parachute jump
Ann: that would be nice but he''s afraid of heights
Fiona: damn, maybe sth you can do together
Ann: well I was plannig dinner with the whole family, but that''s not enough
Fiona: yes, there should be sth special also
Ann:  I know, but I''m out of 
Fiona: Let me think. Nothing with heights but maybe sth on the ground? Racing? Horse riding?
Ann: ok, it''s a good direction. Maybe some team play, we could go with the whole family
Fiona: u said he likes military... maybe paintball? 
Ann: I don''t know how my mum will react but I like it :D
Fiona: I guess she''s not into military
Ann: not really, no. But it''s dad''s birthday so she has to accept it. Thx for the help
Fiona: no problem"
59,4998786c-6ab7-46b6-8740-d9e1264528bb,sanjana,13611832,gpt4-32k-0613,concern that a guy doesn't,Sam :  I don't think he likes me.,Intrinsic_Error,"Sam expresses concern that a guy doesn''t like her because he doesn''t talk to her. However, Cathy reassures her that the guy is simply shy and does show interest in her when she''s unaware. Encouraged by both Cathy and Kate''s observations, Sam decides to talk to him the next day.","Sam: I don''t think he likes me.
Cathy: Of course he likes you.
Sam: How do u know. He''s not talking with me at all ;(
Cathy: He''s shy. He''s looking at u when u don''t see
Sam: Really? U sure?
Cathy: yes, even Kate noticed.
Sam: Hope u r right. I''ll talk with him tomorrow then.
Cathy: Go ahead, girl :D"
60,d37b21b8-d1cb-49db-be11-199296eb45da,ann_ccry,13611734,gpt4-32k-0613,,,,"Richie and Clay are discussing a specific soccer player named Pogba, who they admire for his skill. They are pleased with Pogba''s recent performance, noting a spectacular strike he made during a recent game. They attribute Pogba''s superior performance to his maturity and the trust his coach, Jose, has in him. They hope Pogba maintains his current form and acknowledge a specific moment in a game that they believe he particularly deserved to score.","Richie: Pogba
Clay: Pogboom
Richie: what a s strike yoh!
Clay: was off the seat the moment he chopped the ball back to his right foot
Richie: me too dude
Clay: hope his form lasts
Richie: This season he''s more mature
Clay: Yeah, Jose has his trust in him
Richie: everyone does
Clay: yeah, he really deserved to score after his first 60 minutes
Richie: reward
Clay: yeah man
Richie: cool then 
Clay: cool"
61,55f8dfad-3c2e-4838-875d-c4eebe1f557c,ann_ccry,13611734,gpt4-32k-0613,,,,"Richie and Clay are discussing a specific soccer player named Pogba, who they admire for his skill. They are pleased with Pogba''s recent performance, noting a spectacular strike he made during a recent game. They attribute Pogba''s superior performance to his maturity and the trust his coach, Jose, has in him. They hope Pogba maintains his current form and acknowledge a specific moment in a game that they believe he particularly deserved to score.","Richie: Pogba
Clay: Pogboom
Richie: what a s strike yoh!
Clay: was off the seat the moment he chopped the ball back to his right foot
Richie: me too dude
Clay: hope his form lasts
Richie: This season he''s more mature
Clay: Yeah, Jose has his trust in him
Richie: everyone does
Clay: yeah, he really deserved to score after his first 60 minutes
Richie: reward
Clay: yeah man
Richie: cool then 
Clay: cool"
62,7abddc7f-0a89-4bf1-b932-451ad7127a10,ann_ccry,13611740,gpt4-32k-0613,,,,"Nadia and Jannet are catching up after a party the previous night. They''re both thankful for the good time they had. Jannet mentioned that the party was quite loud, and they should perhaps wait for a while before hosting another one. In response to Nadia stating she''s still in a dancing mood, Jannet suggested going to the disco the next time.","Nadia: heeeeey how are you?
Jannet: hey, I''m cool, we just got up and now we''re doing some breakfast :D how are you guys?
Nadia: cool, we just woke up like 20min ago and will eat something too
Jannet: nice :D thank you guys for coming yesterday, it was really nice to have you here, I hope you had fun
Nadia: of course we had, I hope we will repeat it soon :)
Jannet: sure, we just have to wait for the neighbours to forget about us, cause it was fuckin loud yesterday xD
Nadia: hahahah yeah it was
Nadia: but it was really cool, I''m still in a very dancing mood
Jannet: perfect, the next time we''re going to the disco then :D
Nadia: sounds cool ;)"
63,654e0eba-d5f8-49c0-bb13-cf229abbf507,ann_ccry,13611832,gpt4-32k-0613,,,,"Sam expresses concern that a guy doesn''t like her because he doesn''t talk to her. However, Cathy reassures her that the guy is simply shy and does show interest in her when she''s unaware. Encouraged by both Cathy and Kate''s observations, Sam decides to talk to him the next day.","Sam: I don''t think he likes me.
Cathy: Of course he likes you.
Sam: How do u know. He''s not talking with me at all ;(
Cathy: He''s shy. He''s looking at u when u don''t see
Sam: Really? U sure?
Cathy: yes, even Kate noticed.
Sam: Hope u r right. I''ll talk with him tomorrow then.
Cathy: Go ahead, girl :D"
64,a6c50827-5ed4-487f-95cb-30197519362f,ann_ccry,13611884-1,gpt4-32k-0613, right after dinner., Dinner will be waiting for you ,Intrinsic_Error,"Nathan and Deborah are planning a trip with their girls. They agreed to pack everything today, including boots and warm jackets for their daughters since they will go on a forest trip with Deborah''s parents. The couple also decides to take their bicycles for some alone time, possibly to a cliff they visited the year before. Tomorrow, Nathan will visit the dentist after work and subsequently meet up with his family at home. Deborah reminds Nathan to buy syrup for travel sickness. They plan to leave for their trip right after dinner.","Nathan: Hey Honey, what are our plans for tomorrow then?
Deborah: So I''ve been thinking that we should pack everything today, we won''t have time tomorrow
Nathan: Totally true, I started packing my stuff in the bedroom, I also told the girls to start packing too
Deborah: If Sofie wants to take the unicorn we won''t have much space in the car XD
Nathan: No, I explained to her that he''ll be fine without her these few days, I hope it worked :D
Deborah: We need to take boots and those warm jackets for the girls, my parents promised them to take them on a trip to the forest
Nathan: I remember, Lucy was really excited about that. Are we taking the bicycles?
Deborah: Yeah, don''t you think we could use some alone time while the rest of the family is hiking? XD
Nathan: Now you''re talking! We could have a ride to this beautiful cliff where we were last year!
Deborah: Why not, it''s a wonderful idea! :*
Nathan: So tomorrow I''m seeing the dentist after work, you go to pick up the girls from school
Deborah: Yeah, then we meet at home, have a quick bite (you probably won''t, haha!)
Nathan: Thanks Honey, so nice of you to remind me of this! After the quick bite you girls have, we are off!
Deborah: Damn, I forgot to buy this syrup for travel sickness. Will you have time today to do it?
Nathan: Yes, it''s feasible :) I''ll do it on my way from work
Deborah: Wonderful! So see you in the evening then?
Nathan: I should be home around 6, if nothing happens
Deborah: Dinner will be waiting for you in the oven, bye :*"
65,da5ef8bb-739e-4e1d-9012-171647b3807c,ann_ccry,13612049,gpt4-32k-0613,kids,Not found,Extrinsic_Error,"Rory and Mitch discuss plans for taking their kids, Bill and Sammy, to an International camp, which starts on Monday the 30th. Mitch agrees to drive the kids, despite the long journey of around 1000 km. Rory talks about having Bill on a Flixbus arriving Sunday morning, with Joanna likely picking him up. The two also discuss ensuring Bill has his phone on him and Rory passing Mitch''s number to Bill. Mitch, who will also be attending a few camps in July, agrees to meet Bill upon arrival.","Rory: Hey Mitch, how are you? I hope you''re doing ok. We are thinking of signing up Bill for that International camp. Sammy will be going too. Do you think it would be possible for you to take Bill and Sammy if you go down?
Mitch: I''m doing well - pretty tired. Yes, I do think that''s possible :)
Rory: Great, that would mean a lot to us. Thanks a lot. 
Mitch: That''d be wonderful! July, I''ll be at a few camps ;)
Rory: Of course, we''ll chip in for gas. Ok, no problem :)
Mitch: Thx, no worries. I hope you''re all doing well. Time is flying by ;)
Rory: Ok, great. I know, it''s crazy.
Rory: Do you know exactly which date you''ll be leaving?
Mitch: Sunday, the 29th
Rory: Ok, cool. It''s such a long drive.
Mitch: Yeah, around 1000 km, but I''ll try to get there early Mon morning.
Rory: That''s a pretty ambitious undertaking :)
Mitch: I have to, camp starts Mon 9.
Rory: Just be careful, and take lots of breaks, don''t fall asleep at the wheel, etc.
Mitch: I''ll have the boys to keep me awake, and lots of snacks :)
Rory: Ok. We will probably put Bill on a Flixbus, so he''ll arrive around 10 am Sun
Mitch: Cool, just make sure he has his phone on him.
Rory: Ok, no problem. We''ll give him your number, but most likely Joanna will be picking him up.
Mitch: Oh, ok. That makes things easier. I''ll meet him after.
Rory: Great, thanks a lot for doing this, I don''t know how else we would get him down to Croatia.
Mitch: No problem. Talk to you later.
Rory: Ok, bye."
66,f0f5f841-23be-4215-8c2b-7a42e9b43224,ann_ccry,13612049,gpt4-32k-0613,30th,Not found,Extrinsic_Error,"Rory and Mitch discuss plans for taking their kids, Bill and Sammy, to an International camp, which starts on Monday the 30th. Mitch agrees to drive the kids, despite the long journey of around 1000 km. Rory talks about having Bill on a Flixbus arriving Sunday morning, with Joanna likely picking him up. The two also discuss ensuring Bill has his phone on him and Rory passing Mitch''s number to Bill. Mitch, who will also be attending a few camps in July, agrees to meet Bill upon arrival.","Rory: Hey Mitch, how are you? I hope you''re doing ok. We are thinking of signing up Bill for that International camp. Sammy will be going too. Do you think it would be possible for you to take Bill and Sammy if you go down?
Mitch: I''m doing well - pretty tired. Yes, I do think that''s possible :)
Rory: Great, that would mean a lot to us. Thanks a lot. 
Mitch: That''d be wonderful! July, I''ll be at a few camps ;)
Rory: Of course, we''ll chip in for gas. Ok, no problem :)
Mitch: Thx, no worries. I hope you''re all doing well. Time is flying by ;)
Rory: Ok, great. I know, it''s crazy.
Rory: Do you know exactly which date you''ll be leaving?
Mitch: Sunday, the 29th
Rory: Ok, cool. It''s such a long drive.
Mitch: Yeah, around 1000 km, but I''ll try to get there early Mon morning.
Rory: That''s a pretty ambitious undertaking :)
Mitch: I have to, camp starts Mon 9.
Rory: Just be careful, and take lots of breaks, don''t fall asleep at the wheel, etc.
Mitch: I''ll have the boys to keep me awake, and lots of snacks :)
Rory: Ok. We will probably put Bill on a Flixbus, so he''ll arrive around 10 am Sun
Mitch: Cool, just make sure he has his phone on him.
Rory: Ok, no problem. We''ll give him your number, but most likely Joanna will be picking him up.
Mitch: Oh, ok. That makes things easier. I''ll meet him after.
Rory: Great, thanks a lot for doing this, I don''t know how else we would get him down to Croatia.
Mitch: No problem. Talk to you later.
Rory: Ok, bye."
67,383e6fbd-8186-4e55-be26-bdd2c952cc86,ann_ccry,13612147,gpt4-32k-0613,,,,"Celia and Mike are discussing their holiday destination. Mike initially suggests Egypt, but due to the hot climate, Celia counters with Croatia. Mike agrees to this alternative, as he has never been there before.","Celia: Where do you want to go for Holiday ?
Mike: I was thinking about Egypt
Celia: Too hot. What about Croatia ?
Mike: Good idea, I''ve never been there"
68,78e09cc1-ddc1-415e-b3cf-aef2a1bcd3aa,ann_ccry,13680611,gpt4-32k-0613,Croatia,Croatia,Intrinsic_Error,"Steve informed Gulab that the USA won their game last night. Steve also mentioned that England is scheduled to play against Croatia tomorrow at 2:00, which Gulab confirmed.","Steve: BTW, USA won last night!
Gulab: I forgot to check!
Steve: England playing tomorrow at 2:00!
Gulab: That''s right, Croatia?
Steve: Yep."
69,85210a36-79f0-41e6-81e3-c43ee06df4f2,ann_wjbp,13728397,gpt4-32k-0613,,,,"Karine and Jessie are reacting to a video file, which shows them together in kindergarten.","Karine: <file_video>
Jessie: That was us at kindergarten!
Karine: yes!!"
70,6a91a6c7-5cfc-4821-8901-6e92c8c9e049,ann_ccry,13680387,gpt4-32k-0613,,,,"Joanna has a coffee stain on her ecru soft fabric dress and asks Ethel for advice on removing it. Ethel suggests not to attempt to remove the stain herself due to risk of ruining the dress. Instead, she recommends taking the dress to a cheap and reliable dry-cleaner''s located at Jagiellonska 3. Joanna agrees to try this option.","Joanna: I need to get the coffie stains out of my dress
Joanna: Do you know any effective methods?
Ethel: What color is this dress?
Joanna: It''s ecru and the fabric is very soft
Ethel: Well, in such a case I wouldn''t recommend fixing it by yourself because you can ruin the dress...
Ethel: Better leave it at the dry-cleaner''s
Joanna: You might be right, just hope it won''t cost me an arm and a leg...
Ethel: There''s a cheap one at Jagiellonska 3, they cleaned up all the stains from my favourite dress :)
Joanna: Alright then, I''ll give it a try, thanks Ethel! :)"
71,10f33113-702c-43e5-b23f-37a25ca4f013,ann_ccry,13680442,gpt4-32k-0613,,,,"Mika offers Linda some perennial plants for her garden to avoid discarding them, but Linda declines the offer because she won''t be able to do any gardening before leaving. Mika expresses disappointment at Linda''s inability to accept the plants.","Mika: Dear  Linda, would you like a few plants For your garden? All perennials.It would be a shame to throw them onto the compost heap.
Linda: Hello Mika: A nice offer, thank you, but I won''t manage to do any gardening before leaving.
Mika: What a pity!"
72,827184c9-c275-480c-a6c3-13e847476106,ann_ccry,13680782,gpt4-32k-0613,,,,"Maya asked Boris to bring in the clothes hanging outside as it might rain. However, Boris wasn''t at home at the moment, so he promised to ask Brian to handle it instead. Maya thanked him for the help.","Maya: Bring home the clothes that are hanging outside
Maya: All of them should be dry already and it looks like it''s going to rain
Boris:  I''m not home right now
Boris: I''ll tell Brian to take care of that
Maya: Fine, thanks"
73,91eae272-9e41-40c6-970a-07c7f679b82e,ann_ccry,13680968,gpt4-32k-0613,,,,"Due to a large number of PTO requests, Boris had to prioritize seniority and deny Sarah''s request for time off. Sarah expressed disappointment but understood, requesting a compromise if someone were to cancel. Boris offered her priority for the following week or if cancellations occurred. Sarah accepted to reschedule her days off for the next week and Boris advised her to confirm the changes with his assistant. Sarah appreciated Boris for his fairness and explanation, and Boris wished her a pleasant holiday.
","Boris: Due to the number of PTO requests this week, we had to decide who will be allowed to take off based on seniority. 
Sarah: I understand.
Boris: Unfortunately, you are too low on the totem pole and we will have to deny your request.
Sarah: Oh, that''s too bad! Is there any compromise? I really wanted to have some time with my family.
Boris: I can give you first choice of dates the week after, but that''s the best I can do.
Sarah: What if someone cancels?
Boris: That is a rare, but yes, I will come to you first.
Sarah: Thank you.
Boris: Again, I''m very sorry.
Sarah: Could you amend my request for the following week, Monday through Wednesday?
Boris: Certainly. That should be no problem.
Sarah: That''s great, at least I''ll have a long weekend!
Boris: Very true. No problems from my side.
Sarah: Do I need to initial the change?
Boris: Yes, please come see my assistant at your earliest convenience.
Sarah: Certainly, no problem.
Boris: Thank you for being so flexible.
Sarah: Sure, I understand we can''t all be off. You are just trying to be fair.
Boris: That''s it exactly.
Sarah: Thank you again for explaining it so well.
Boris: My pleasure. Have a nice holiday and enjoy your time off.
Sarah: Thank you!"
74,d007e05b-ed65-4271-ab0f-0d4d526ca012,ann_ccry,13681079,gpt4-32k-0613,,,,"Dinny asks Terry to remove his dog before he arrives, admitting he is a bit scared. Terry agrees to his request.","Dinny: can you take your dog away before i come?
Terry: are you afraid?
Dinny: a little
Terry: ok than"
75,25f1df9c-01ff-4912-830b-926472551010,ann_ccry,13681171,gpt4-32k-0613,,,,Tanya asks Rosie how she is feeling and Rosie responds that she is better than before but still not great. Tanya expresses relief and tells Rosie she had been worried about her.,"Tanya: are you better today?
Rosie: better, but not good
Tanya: it''s great to hear that
Tanya: i was worried"
76,a1c10309-2a99-4f07-8f45-8653d2661811,ann_ccry,13681429,gpt4-32k-0613,,,,"Cass and her grandson, Jordan, discussed a birthday card featuring Thomas the Tank Engine that Cass sent him, along with £20. Jordan thanked her and suggested a football-themed card for the next occasion, hinting at his growing age, 11. They ended the conversation expressing their love for each other.","Cass: Hi darling, did you get your birthday card and money on time?
Jordan: hello Nanna! Thanks for the £20. Sorry I didn''t ring you before.
Cass: you still like Thomas the Tank engine don''t you? I picked it specially.
Jordan: Yes, Nanna. I will always love him! Next time, get me a football one or something. I mean, I''m 11 now!
Cass: I know, you are so grown up. Love you xxxxx
Jordan: Love you, Nan xx"
77,645e07d1-7571-488f-8455-df2f6c105074,ann_ccry,13681509,gpt4-32k-0613,,,,"Abigail reminds Damien that on Sunday they go to church and he must dress appropriately in a coat and tie as a show of respect. Although Damien shows reluctance about the formalities, Abigail insists he should be ready on time.","Abigail: It''s Sundaay.
Damien: So?..
Abigail: You know what that means.
Damien: Hmm no I don''t x)
Abigail: Sunday means we go to church~.
Damien: Oh, yeah..
Abigail: Don''t forget to put on a coat and tie.
Damien: A coat and tie?.. Why?
Abigail: To show respect to God and others.
Damien: Omg..I''m glad Sunday is only once a week.
Abigail: I hope God didn''t hear that.
Damien: He''ll forgive me 
Abigail: Just be ready on time please."
78,2b57781f-4b4a-49fe-93e3-9ca0b1138c43,ann_ccry,13681924,gpt4-32k-0613,,,,"Sophia apologizes to Mason and offers a hot kiss which she can''t physically give. They discuss sending a photo of a kiss instead. Mason insists on her beauty regardless of her physical appearances and requests for the photo immediately but Sophia defers, insisting she wants to look her best. Eventually, she decides to send the photo.","Sophia: I''m sorry
Mason: It''s fine
Sophia: Ok...If u was there, I would give you a hot kiss for apologize
Mason: Hahaha. You still send me a photo one
Sophia: What photo?
Mason: Kiss photo. Haha
Sophia: Hehe I sent u already such a photo
Mason: Another one wouldn''t hurt
Sophia: Maybe later :) When I take a shower and look good
Mason: And who says you don''t look good now ?
Sophia: Me
Mason: Let me be the judge of that
Sophia: No
Mason: I''ll still love you the same. Whether you have make up or not
Sophia: Hehe but I don''t  want u to see me when I do not look good
Mason: You must
Sophia: I must what?
Mason: Send me the kiss now
Sophia: Haha
Mason: Doesn''t matter how you look, you''ll still look good to me
Sophia: Hahah
Sophia: <file_photo>"
79,31c1e01a-c71f-4c5e-bad6-6f0a2782f4ad,ann_ccry,13682284,gpt4-32k-0613,,,,"Pete asks Adelle if she cleaned the hamster cage, which she didn''t. Pete confirms it''s her turn to do so and instructs her to clean it after school without making any excuses, to which Adelle agrees.","Pete: Did you clean the hamster cage?
Adelle: No. Is it my turn?
Pete: Yes. After school, no excuses.
Adelle: Fine."
80,f283ef49-0d57-4943-902e-f96a3fa85921,ann_ccry,13680757,gpt4-32k-0613,,,,"Greg informs Betsy he needs to stay after work, leading to a conflict as their son Johnny has to be picked up from kindergarten, which usually falls on Greg''s responsibility on Tuesdays. Betsy also can''t do it as she''s working long hours. The conversation ends with an unsolved issue as to who will attend to Johnny.","Greg: Hi, honey. I need to stay after hours :-(
Betsy: Again?
Greg: I''m sorry!
Betsy: What about Johnny?
Greg: Well, could you pick him up? 
Betsy: What if I can''t?
Greg: Betsy?
Betsy: What if I can''t?
Greg: Can''t you, really?
Betsy: I can''t. Today I need to work long hours as well. Tuesdays are your days in the kindergarten.
Greg: Talk to you later. I''ll see what I can do.
Betsy: You''d better think of something.
Greg: Oh. Just stop it now."
81,02a0e591-c284-45ed-ac94-36f7cdc2eca3,ann_ccry,13680802,gpt4-32k-0613,,,,"Paul is running late to meet Laura. Despite his promise to arrive in 15 minutes, Laura is frustrated from waiting for the past 30 minutes and decides to leave, despite Paul''s attempt to convince her to stay.","Laura: Where are you?
Paul: Almost there.
Laura: Which is?
Paul: Close to the Mac.
Laura: That''s so far away!
Paul: 15 mins
Laura: I am not waiting any more, see you some other time.
Paul: Please, wait!
Laura: I''ve waited 30 minutes, 15 minutes ago you wrote you were almost here. This is too much.
Paul: I am so sorry.
Laura: I am not. "
82,70d3e6a9-2956-41c2-b083-2022d927b589,ann_ccry,13680873,gpt4-32k-0613,,,,"Darcy inquires if Adam has ever visited Egypt, citing his frequent travel habits. Adam clarifies that he''s only been to a few countries and asks why she asked. Darcy explains that Aaron has a layover in Cairo, Egypt, might leave the airport to kill time, to which Adam consents as long as Aaron remains careful.","Darcy: have you ever been to Egypt?
Adam: why would you think Ive been to Egypt?
Darcy: you travel a lot
Adam: if you say so, ive only been to a few countries. why do you ask?
Darcy: Aaron has a connecting flight in Cairo and might leave the airport for a few hours to pass the time.
Adam: I see. Should be worthwhile as long as hes careful.
Darcy: thats what im thinking"
83,042337b7-31dd-4036-8b34-3e4f7a8cae07,ann_ccry,13680874,gpt4-32k-0613,,,,"Tiffany asks her sister Railey to buy her a burger on her way back home, to which Railey agrees.","Tiffany: buy me a burger on your way home
Railey: ok
Tiffany: thx, sis :)"
84,3e946008-c194-49fb-9b38-ed61467901ae,ann_ccry,13680972,gpt4-32k-0613,,,,"George wants to talk about a delicate issue with Donna and suggests they meet at a coffee shop to discuss it. Donna questions if a coffee shop is the best place for such a conversation. Rethinking, George agrees and instead invites Donna to his place to discuss the matter.","George: Hi Donna. I''ve been trying to catch you.
Donna: What about?
George: A rather delicate matter.
Donna: Did you catch AIDS?
George: Very funny!
Donna: It is, isn''t it?
George: I don''t think so.
Donna: Too bad. So what do you want?
George: Could we meet and discuss it somewhere?
Donna: Like where?
George: Like in a coffee shop or somewhere.
Donna: You sure a coffee shop is better to discuss delicate matters.
George: Come to think of it, you are right. It''s not.
Donna: See? So what''s up?
George: Couldn''t you come to my place tonight?"
85,1484c859-352d-404c-9180-51ab16f2c853,ann_ccry,13680992,gpt4-32k-0613,,,,"Mr. Williams invites Ms. Blair for coffee, to which she gladly accepts. They decide to meet at Ms. Blair''s favourite coffee shop, located near the square, at 2 p.m.","Mr. Williams: Ms. Blair, would you like to go for a coffee?
Ms. Blair: I thought you''d never ask.
Mr. Williams: That''s outstanding. Do you have a favourite coffee place?
Ms. Blair: I actually do. It''s near the square in a side alley.
Mr. Williams: I think I know which one. Let''s say 2 p.m.?
Ms. Blair: Sounds great. See you there :)"
86,fd0e7202-730c-4917-ad69-3120d9e23c2b,ann_ccry,13681165-1,gpt4-32k-0613,,,,"Alyssa and Derek discuss Fergie''s national anthem performance. They both agree she performed poorly, with Derek humorously commenting he could do better. Alyssa finds amusement in Fergie''s confident demeanor despite the performance.","Alyssa: Have you seen Fergies national anthem? Illuminati does a great job.
Derek: This is not normal. I saw it last week
Alyssa: What do you think about it?
Derek: I can fart bright stripes and bright stars better then she sings.
Alyssa: The best part is that she acts like she nailed it. But at least it''s funny in a good way.
Derek: It is"
87,d5ce8426-d1ef-4007-87a5-bb4b58811b15,ann_ccry,13681241,gpt4-32k-0613,,,,"Jair checks if Callum is still busy, and Callum confirms that he is.","Jair: Still busy?
Callum: Yes a little sorry
Jair: ok"
88,898caf83-3b15-4f23-a127-3d9c914d5cb5,ann_ccry,13681439,gpt4-32k-0613,,,,"Phoebe cannot go out today as her mom is angry at her for using and accidentally breaking her expensive perfume, which has resulted in a strong scent spreading across their house. Phil finds the situation humorous, but Phoebe does not share the same sentiment.","Phil: can you go out today?
Phoebe: no
Phoebe: my mum is still angry
Phil: why?
Phoebe: i used her perfume
Phil: so what?
Phoebe: i used it and broke it
Phil: really?
Phil: xd lol
Phoebe: not funny
Phoebe: it was very expensive
Phoebe: besides, our whole house stinks
Phil: so it was not so beautiful perfume?
Phoebe: it was, but not 100 ml for 80 square meters"
89,1ed240fc-7ebd-489f-9a1a-d9e3fcc00a2b,ann_ccry,13681441,gpt4-32k-0613,,,,"Lewandowska, who is a thesis mentor to Joanna, has been hospitalized due to measles. Joanna has received an email about this, also advising that anyone who has been in contact with Lewandowska in recent days must get vaccinated. The university is organizing vaccinations from the 17th to the 19th. Joanna, who just started a new job, plans to try and get the vaccine before work on the 18th.","Joanna: They are sending emails about Lewandowska.
Merve: What happened?
Joanna: <file_photo> 
Merve: Wooow!
Joanna: She is hospitalized because she has measles.
Merve: She had what?
Joanna: Anyone who had contact with her within the last couple of days must get vaccinated.
Merve: Luckily I didn''t see her since the last semester...
Joanna: I did, she is my thesis mentor :(
Merve: What will you do?
Joanna: They are organizing vaccinations in the main building from 17th until 19th.
Merve: You have to go!
Joanna: I know... And I just started working so I really don''t have a lot of time.
Merve: Come on, this is really important.
Joanna: I will try to do it before work on 18th, hopefully I won''t lose the entire day..."
90,08dc9a4e-6b76-488c-8c1a-b0b0a5ce8dc5,ann_ccry,13682408,gpt4-32k-0613,,,,"Jenkin and Sophie discuss their spirit animals, with Sophie saying she might be a fox and Jenkin identifying as a dolphin. Jenkin explains he discovered his spirit animal through a deck of cards that you pick one you are drawn to. Sophie shows interest, and Jenkin promises to bring the cards over for her to try it out.","Jenkin: hey what is your spirit animal?
Sophie: what?
Jenkin: go on?
Sophie: I dont know a fox lol
Jenkin: are you wiley?
Sophie: sometimes
Jenkin: I am a dolphin
Sophie: I think you are a bit mad like the mad hatter
Jenkin: I have been reading about animal spirits its quite good
Sophie: you will have to tell me about the fox.. do you decide what your animal is or does someone tell you?
Jenkin: There is a pack of cards and you choose the one that you are drawn to 
Sophie: oh right I would choose the Fox
Jenkin: well I didn''t know but I was drawn to the dolphin
Sophie: oh
Jenkin: I will bring them over tomorrow
Sophie: oh yes please that will be great"
91,04461303-59df-41a7-badf-0109751f4c9c,ann_ccry,13681482,gpt4-32k-0613,,,,Derek McCarthy asks Filip if he could borrow an Android cable as he is almost out of charge. Tommy responds saying he is in Poland but offers to call his wife to give Derek one. He provides his address: 67 Glenoaks close. Derek appreciates the help. Tommy advises his wife might be at work but will be home around 8:15 pm. He also mentions his wife''s name is Paulina.,"Derek McCarthy: Filip - are you around? Would you have an Android cable I could borrow for an hour? I''m almost out of charge and I have a power pack  but forgot my cable
Tommy: I am in Poland but can ring my wife and she will give you one
Tommy: Do you want me to?
Tommy: 67 glenoaks close
Derek McCarthy: That would be great if you could!! Otherwise I''m sitting here in the dark for an hour <emoticon_smile>
Tommy: Put it in gps and start driving
Derek McCarthy: <emoticon_thumbup>
Tommy: She might be at work for next 15 min but will help you for sure
Derek McCarthy: Thanks a lot mate
Tommy: Sent her msg. She will give it to you. Approx time when she will be at home is 8:15 pm
Derek McCarthy: Thanks again!! What''s your wife''s name  again??
Tommy: Paulina"
92,50304eb8-34a7-4bdf-9bc9-40f8c48d68b3,ann_ccry,13681516,gpt4-32k-0613,both wishing each other,"Have a good day, babe ",Intrinsic_Error,"Frank and Zoe express affection for each other, with Zoe sending a video file and both wishing each other a good day.","Zoe: <file_video>
Frank: Love you!
Zoe: :-*
Frank: Have a good day, babe :-*"
