,Unnamed: 0,Dialogue,Model,Summary,origin,Annotations,Reference_Summary,Errors,fewshot_span_f1,fewshot_span_acc,fewshot_gpt_text,zeroshot_span_f1,zeroshot_span_acc,zeroshot_gpt_text
59,59,"Hayden: Anyway I have 1 month to write my thesis. And then I need to decide what studies I should choose and I have a problem because I don't know what I can do in the future to make good money
Margaret: You'll find something
Hayden: And the only studies I'm interested in are African studies but I'm not sure I can make big money later on haha except for working in the embassy or something like that. I was thinking about working as a flight attendant. It would be easy for me to get that job since I can swim (and here it's obligatory) I'm even a water rescuer. I know English italian and polish and a bit of german.
Margaret: So go ahead for it
Hayden: But to be honest , I don't think so that job is so great. I can't work there forever and I'm not that sure I wanna risk every time hahah since flight accidents happen
Margaret: Hahahaha you shouldn't think about that
Hayden: But I don't wanna die hhahahahah
Margaret: It would be good you would get to travel a lot",gpt3_finetune,Hayden needs to write a thesis. He wants to know what job he can have in the future. Hayden thinks that a flight attendant position isn't the best one. He would like to go on travels and make some money.,SAMSum,"{'He would like to go on travels and make some money.': [('would like to go', 'extrinsic', 'PredE')]}",Hayden must write her thesis in 1 month. She wonders what degree course would be the most beneficial for her. She's interested in African studies. Hayden claims she could be a flight attendant as she can swim and knows foreign languages.,1,0.1761111111111111,0.0,"Hayden
needs to write a thesis
He wants to know what job he can have in the future
Hayden thinks that a flight attendant position isn't the best one
He would like to go on travels and make some money.",0.5333333333333333,0.0,"""He would like to go on travels and make some money."""
60,60,"Joseph: U there, mate?
Albert: Yeah
Joseph: Damn, I'm tired af
Albert: Why?
Joseph: Had three job interviews in two days
Albert: Ouch! So... any impressions?
Joseph: I think the first two were more than ok, they seemed really satisfied with my résumé, heh, guess I'll have to choose one
Albert: Were both interviews for jobs at hotels?
Joseph: Yeah, I guess I'm gonna be a concierge until the day I die
Albert: O la la! A concierge! With his résumé!
Joseph: What's so funny about it?
Albert: It reminded me of that Simpsons episode, you know... ""the GARAGE?! o la dee dah, Mr. Frenchman!""
Joseph: Right! ""Well, how do you call it?""
Albert: ""A carhole!"" XD
Joseph: Lol! Anyway the third interview was ok but I don't know, the woman there didn't seem to like me
Albert: NO WOMAN likes you, Joe!
Joseph: Oh, sod off, mate!",bart,"Joseph had three job interviews in two days. The first two were for jobs at hotels. The third one was ok, but the woman didn't like Joseph.",SAMSum,{},Joseph was happy with two of the three hotel job interviews he had this week.,0,0.0,0.0,"Joseph had three job interviews in two days. The first two were for jobs at hotels. The third one was ok, but the woman didn't like Joseph.",1.0,1.0,None
61,61,"Joseph: U there, mate?
Albert: Yeah
Joseph: Damn, I'm tired af
Albert: Why?
Joseph: Had three job interviews in two days
Albert: Ouch! So... any impressions?
Joseph: I think the first two were more than ok, they seemed really satisfied with my résumé, heh, guess I'll have to choose one
Albert: Were both interviews for jobs at hotels?
Joseph: Yeah, I guess I'm gonna be a concierge until the day I die
Albert: O la la! A concierge! With his résumé!
Joseph: What's so funny about it?
Albert: It reminded me of that Simpsons episode, you know... ""the GARAGE?! o la dee dah, Mr. Frenchman!""
Joseph: Right! ""Well, how do you call it?""
Albert: ""A carhole!"" XD
Joseph: Lol! Anyway the third interview was ok but I don't know, the woman there didn't seem to like me
Albert: NO WOMAN likes you, Joe!
Joseph: Oh, sod off, mate!",structure_aware_bart,"Joseph had three job interviews in two days. The first two were ok, but the second one was not. Joseph is going to be a concierge until the day he dies.",SAMSum,"{'The first two were ok, but the second one was not.': [('the second one', 'extrinsic', 'EntE')], 'Joseph is going to be a concierge until the day he dies.': [('until the day he dies', 'intrinsic', 'CirE')]}",Joseph was happy with two of the three hotel job interviews he had this week.,2,0.33893557422969184,0.0,"Joseph had three job interviews in two days.
The first two were ok, but the second one was not.
Joseph is going to be a concierge until the day he dies.",0.42857142857142855,0.0,"""The first two were ok, but the second one was not."""
62,62,"Joseph: U there, mate?
Albert: Yeah
Joseph: Damn, I'm tired af
Albert: Why?
Joseph: Had three job interviews in two days
Albert: Ouch! So... any impressions?
Joseph: I think the first two were more than ok, they seemed really satisfied with my résumé, heh, guess I'll have to choose one
Albert: Were both interviews for jobs at hotels?
Joseph: Yeah, I guess I'm gonna be a concierge until the day I die
Albert: O la la! A concierge! With his résumé!
Joseph: What's so funny about it?
Albert: It reminded me of that Simpsons episode, you know... ""the GARAGE?! o la dee dah, Mr. Frenchman!""
Joseph: Right! ""Well, how do you call it?""
Albert: ""A carhole!"" XD
Joseph: Lol! Anyway the third interview was ok but I don't know, the woman there didn't seem to like me
Albert: NO WOMAN likes you, Joe!
Joseph: Oh, sod off, mate!",condigsum,"Joseph had three job interviews in two days. The first two were for jobs at hotels. The third one was ok, but the woman didn't like him.",SAMSum,{},Joseph was happy with two of the three hotel job interviews he had this week.,0,0.0,0.0,"Joseph had three job interviews in two days. The first two were for jobs at hotels. The third one was ok, but the woman didn't like him.",1.0,1.0,None
63,63,"Joseph: U there, mate?
Albert: Yeah
Joseph: Damn, I'm tired af
Albert: Why?
Joseph: Had three job interviews in two days
Albert: Ouch! So... any impressions?
Joseph: I think the first two were more than ok, they seemed really satisfied with my résumé, heh, guess I'll have to choose one
Albert: Were both interviews for jobs at hotels?
Joseph: Yeah, I guess I'm gonna be a concierge until the day I die
Albert: O la la! A concierge! With his résumé!
Joseph: What's so funny about it?
Albert: It reminded me of that Simpsons episode, you know... ""the GARAGE?! o la dee dah, Mr. Frenchman!""
Joseph: Right! ""Well, how do you call it?""
Albert: ""A carhole!"" XD
Joseph: Lol! Anyway the third interview was ok but I don't know, the woman there didn't seem to like me
Albert: NO WOMAN likes you, Joe!
Joseph: Oh, sod off, mate!",pegasus,Joseph had three job interviews in two days. He's looking for a job as a concierge at a hotel. The woman at the third interview didn't like him.,SAMSum,{},Joseph was happy with two of the three hotel job interviews he had this week.,0,0.0,0.0,"Joseph
three job interviews in two days
a job as a concierge at a hotel
The woman at the third interview didn't like him.",1.0,1.0,None
64,64,"Joseph: U there, mate?
Albert: Yeah
Joseph: Damn, I'm tired af
Albert: Why?
Joseph: Had three job interviews in two days
Albert: Ouch! So... any impressions?
Joseph: I think the first two were more than ok, they seemed really satisfied with my résumé, heh, guess I'll have to choose one
Albert: Were both interviews for jobs at hotels?
Joseph: Yeah, I guess I'm gonna be a concierge until the day I die
Albert: O la la! A concierge! With his résumé!
Joseph: What's so funny about it?
Albert: It reminded me of that Simpsons episode, you know... ""the GARAGE?! o la dee dah, Mr. Frenchman!""
Joseph: Right! ""Well, how do you call it?""
Albert: ""A carhole!"" XD
Joseph: Lol! Anyway the third interview was ok but I don't know, the woman there didn't seem to like me
Albert: NO WOMAN likes you, Joe!
Joseph: Oh, sod off, mate!",gpt3_finetune,"Joseph had three job interviews in two days, both of them were at hotels. He will become a concierge. The last interview was difficult, a woman did not like him. Giovanni, Albert and Joseph are laughing on an episode of Itchy & Scratchy.",SAMSum,"{'The last interview was difficult, a woman did not like him.': [('was difficult', 'extrinsic', 'PredE')], 'Giovanni, Albert and Joseph are laughing on an episode of Itchy & Scratchy.': [('Giovanni, Albert and Joseph', 'extrinsic', 'EntE')]}",Joseph was happy with two of the three hotel job interviews he had this week.,2,0.18604651162790695,0.0,"Joseph had three job interviews in two days, both of them were at hotels. He will become a concierge. The last interview was difficult, a woman did not like him. Giovanni, Albert and Joseph are laughing on an episode of Itchy & Scratchy.",0.2,0.5,"""Giovanni,"" 
""an episode of Itchy & Scratchy."""
65,65,"Emma: How was New Year's Eve? :)
Josh: nice, just a bunch of close friends at my place
Emma: sounds cosy
Josh: yeah we had some wine and played board games
Emma: sounds lame :P
Josh: haha nope just getting older
Josh: huge parties and dance clubs are not that exciting anymore
Emma: oh come on you are not 70
Josh: not 20 either ;)
Emma: haha
Josh: how was yours?
Josh: I saw some pictures on fb, did you go away?
Emma: yeah we drove to the seaside, visited bunch of clubs
Emma: ended up on the beach for midnight
Josh: wasn't it freezing?
Emma: had my beer jacket on :D
Josh: lol
Emma: I have a cold now
Josh: that's the risk of a beer jacket!",structure_aware_bart,Josh had a lot of friends at his place on New Year's Eve. Emma went to a lot of clubs and went to the seaside. She had her beer jacket on.,SAMSum,{},Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,0,0.0,0.0,Josh had a lot of friends at his place on New Year's Eve. Emma went to a lot of clubs and went to the seaside. She had her beer jacket on.,0.0,0.0,"""Josh had a lot of friends at his place on New Year's Eve."""
66,66,"Emma: How was New Year's Eve? :)
Josh: nice, just a bunch of close friends at my place
Emma: sounds cosy
Josh: yeah we had some wine and played board games
Emma: sounds lame :P
Josh: haha nope just getting older
Josh: huge parties and dance clubs are not that exciting anymore
Emma: oh come on you are not 70
Josh: not 20 either ;)
Emma: haha
Josh: how was yours?
Josh: I saw some pictures on fb, did you go away?
Emma: yeah we drove to the seaside, visited bunch of clubs
Emma: ended up on the beach for midnight
Josh: wasn't it freezing?
Emma: had my beer jacket on :D
Josh: lol
Emma: I have a cold now
Josh: that's the risk of a beer jacket!",gpt3_finetune,"Josh celebrated New Year's. He had a few beers, played board games with his friends and went to the beach. Emma traveled by car to the seaside. She visited a few clubs and ended up on the beach for midnight. Emma has a cold now.",SAMSum,"{'He had a few beers, played board games with his friends and went to the beach.': [('beers', 'extrinsic', 'EntE')]}",Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,1,0.05405405405405406,0.0,"Josh celebrated New Year's. He had a few beers, played board games with his friends and went to the beach. Emma traveled by car to the seaside. She visited a few clubs and ended up on the beach for midnight. Emma has a cold now.",0.09999999999999999,0.0,"""Josh celebrated New Year's. He had a few beers""
""and went to the beach"""
67,67,"Emma: How was New Year's Eve? :)
Josh: nice, just a bunch of close friends at my place
Emma: sounds cosy
Josh: yeah we had some wine and played board games
Emma: sounds lame :P
Josh: haha nope just getting older
Josh: huge parties and dance clubs are not that exciting anymore
Emma: oh come on you are not 70
Josh: not 20 either ;)
Emma: haha
Josh: how was yours?
Josh: I saw some pictures on fb, did you go away?
Emma: yeah we drove to the seaside, visited bunch of clubs
Emma: ended up on the beach for midnight
Josh: wasn't it freezing?
Emma: had my beer jacket on :D
Josh: lol
Emma: I have a cold now
Josh: that's the risk of a beer jacket!",condigsum,Emma and Josh spent New Year's Eve at Josh's place. They had some wine and played board games. Emma went to the seaside and visited a few clubs. She ended up on the beach for midnight. She has a cold now.,SAMSum,"{""Emma and Josh spent New Year's Eve at Josh's place."": [('Emma and Josh', 'intrinsic', 'EntE')], 'They had some wine and played board games.': [('They', 'n/a', 'CorefE')]}",Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,2,0.15789473684210528,0.0,Emma and Josh spent New Year's Eve at Josh's place. They had some wine and played board games. Emma went to the seaside and visited a few clubs. She ended up on the beach for midnight. She has a cold now.,0.4615384615384615,0.0,"""Emma and Josh spent New Year's Eve at Josh's place."""
68,68,"Emma: How was New Year's Eve? :)
Josh: nice, just a bunch of close friends at my place
Emma: sounds cosy
Josh: yeah we had some wine and played board games
Emma: sounds lame :P
Josh: haha nope just getting older
Josh: huge parties and dance clubs are not that exciting anymore
Emma: oh come on you are not 70
Josh: not 20 either ;)
Emma: haha
Josh: how was yours?
Josh: I saw some pictures on fb, did you go away?
Emma: yeah we drove to the seaside, visited bunch of clubs
Emma: ended up on the beach for midnight
Josh: wasn't it freezing?
Emma: had my beer jacket on :D
Josh: lol
Emma: I have a cold now
Josh: that's the risk of a beer jacket!",pegasus,Emma and Josh had a New Year's Eve at Josh's place. They went to the seaside and visited a bunch of clubs. Emma had her beer jacket on.,SAMSum,"{""Emma and Josh had a New Year's Eve at Josh's place."": [('Emma and Josh', 'intrinsic', 'EntE')], 'They went to the seaside and visited a bunch of clubs.': [('They', 'n/a', 'CorefE')]}",Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,2,0.2,0.2,"Emma and Josh
New Year's Eve at Josh's place
seaside
a bunch of clubs
had her beer jacket on",0.2976190476190476,0.0,"""Emma and Josh had a New Year's Eve at Josh's place.""
""They went to the seaside and visited a bunch of clubs."""
69,69,"Emma: How was New Year's Eve? :)
Josh: nice, just a bunch of close friends at my place
Emma: sounds cosy
Josh: yeah we had some wine and played board games
Emma: sounds lame :P
Josh: haha nope just getting older
Josh: huge parties and dance clubs are not that exciting anymore
Emma: oh come on you are not 70
Josh: not 20 either ;)
Emma: haha
Josh: how was yours?
Josh: I saw some pictures on fb, did you go away?
Emma: yeah we drove to the seaside, visited bunch of clubs
Emma: ended up on the beach for midnight
Josh: wasn't it freezing?
Emma: had my beer jacket on :D
Josh: lol
Emma: I have a cold now
Josh: that's the risk of a beer jacket!",bart,Josh spent New Year's Eve with close friends at his place. Emma went to the seaside and visited a bunch of clubs. She has a cold now.,SAMSum,{},Josh spent New Year's Eve with his close friends at his place. They drank some wine and played board games. Emma spent that evening by the sea and went clubbing. At midnight she was at the beach. She is ill now.,0,0.0,0.0,"Josh spent New Year's Eve with close friends at his place
Emma went to the seaside and visited a bunch of clubs
She has a cold now.",1.0,1.0,None
70,70,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks.
Lisa: Take a rest from evrthg.
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew!",bart,Matthew has a cold. Lisa advises him to drink orange juice and make soup.,SAMSum,{},Matthew has a cold. He will drink some orange juice and go to sleep.,0,0.0,0.0,"Matthew
has a cold
Lisa
advise him
drink orange juice
make soup",1.0,1.0,None
71,71,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks.
Lisa: Take a rest from evrthg.
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew!",gpt3_finetune,"Matthew is suffering from symptoms of cold and flu, but Lisa doesn't think he's ill. Lisa tells him to rest.",SAMSum,"{""Matthew is suffering from symptoms of cold and flu, but Lisa doesn't think he's ill. Lisa tells him to rest."": [(""doesn't think"", 'intrinsic', 'PredE')]}",Matthew has a cold. He will drink some orange juice and go to sleep.,1,0.1904761904761905,0.0,"Matthew is suffering from symptoms of cold and flu, but Lisa doesn't think he's ill. Lisa tells him to rest.",0.5714285714285715,0.0,"""Lisa doesn't think he's ill."""
72,72,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks.
Lisa: Take a rest from evrthg.
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew!",structure_aware_bart,Matthew has a cold. Lisa advises him to fight it and drink orange juice.,SAMSum,{},Matthew has a cold. He will drink some orange juice and go to sleep.,0,0.0,0.0,"Matthew has a cold. 
Lisa advises him to fight it and drink orange juice.",1.0,1.0,No inconsistent spans.
73,73,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks.
Lisa: Take a rest from evrthg.
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew!",condigsum,Matthew has a cold. Lisa advises him to drink orange juice and make soup.,SAMSum,{},Matthew has a cold. He will drink some orange juice and go to sleep.,0,0.0,0.0,Matthew has a cold. Lisa advises him to drink orange juice and make soup.,1.0,1.0,None
74,74,"Matthew: I have a cold. Need y'all support. It's painful
Lisa: Fight it. Drink orange juice. Make some soup
Matthew: I'll try
Lisa: I believe in u
Matthew: Thank u. Apparently it's an allergy mixed up with virus
Lisa: Ahh it sucks.
Lisa: Take a rest from evrthg.
Matthew: Ikr. Hitting the hay now
Lisa: Good night 'Thew!",pegasus,Matthew has a cold. It's an allergy mixed with a virus. He needs Lisa's support. He will drink orange juice and make soup.,SAMSum,{},Matthew has a cold. He will drink some orange juice and go to sleep.,0,0.0,0.0,Matthew has a cold. It's an allergy mixed with a virus. He needs Lisa's support. He will drink orange juice and make soup.,1.0,1.0,No inconsistent spans.
77,77,"Don: The CSS tests are today.
Hank: I know! Have you registered in their system?
Don: No, not yet.
Hank: I'm not sure if I have to fill out all the fields. Most of them don't even apply to Rodney. It's strange that they're incorporating such professional tests for little leaguers.
Don: Hmm... I don't know. I'll check it later tonight when I get home. Apparently it's supposed to be a database of all the young up-and-coming hockey stars. Scouts use that information for future contracts, etc.
Hank: OK, but our kids are 10 years old! They're not signing any contracts for now :)
Don: Well, obviously not, but it's kind of cool that they'll be in a world database of peewee hockey players.
Hank: Yeah, I guess. So apparently the tests are supposed to last 5-8 pm. 3 hours! I'll probably wait and work on the computer.
Don: Bring a blanket :) It can get mighty cold sitting in a rink for 3 hours.
Hank: No shit :) Are you coming.
Don: Well, since you're going anyway, maybe you can take my kid :)
Hank: Hey, that's not fair!
Don: I'll take the kids next time, I promise!
Hank: Yeah, yeah, we'll see. I'll tell you about the tests when I bring Oscar and Roger back.
Don: Ok, thanks again, I owe you.",pegasus,Hank and Don are going to the CSS tests for little league hockey players today. Hank's kids are 10 years old. They're not signing any contracts for now. They'll be in a world database of peewee hockey players.,SAMSum,"{'Hank and Don are going to the CSS tests for little league hockey players today.': [('Hank and Don', 'intrinsic', 'EntE')]}","The CSS tests for the hockey players are today and will last 3 hours, starting 5pm. Hank will bring his son and Don's son as well. Don is glad.",1,0.11111111111111112,0.0,"Hank and Don are going to the CSS tests for little league hockey players today.
Hank's kids are 10 years old.
They'll be in a world database of peewee hockey players.",0.33333333333333337,0.0,"""Hank and Don are going to the CSS tests for little league hockey players today."""
78,78,"Don: The CSS tests are today.
Hank: I know! Have you registered in their system?
Don: No, not yet.
Hank: I'm not sure if I have to fill out all the fields. Most of them don't even apply to Rodney. It's strange that they're incorporating such professional tests for little leaguers.
Don: Hmm... I don't know. I'll check it later tonight when I get home. Apparently it's supposed to be a database of all the young up-and-coming hockey stars. Scouts use that information for future contracts, etc.
Hank: OK, but our kids are 10 years old! They're not signing any contracts for now :)
Don: Well, obviously not, but it's kind of cool that they'll be in a world database of peewee hockey players.
Hank: Yeah, I guess. So apparently the tests are supposed to last 5-8 pm. 3 hours! I'll probably wait and work on the computer.
Don: Bring a blanket :) It can get mighty cold sitting in a rink for 3 hours.
Hank: No shit :) Are you coming.
Don: Well, since you're going anyway, maybe you can take my kid :)
Hank: Hey, that's not fair!
Don: I'll take the kids next time, I promise!
Hank: Yeah, yeah, we'll see. I'll tell you about the tests when I bring Oscar and Roger back.
Don: Ok, thanks again, I owe you.",structure_aware_bart,Don and Hank's kids are going to a hockey test today. They will have to fill out all the fields and then go to a database of hockey stars. Don will take his kid.,SAMSum,"{'They will have to fill out all the fields and then go to a database of hockey stars.': [('will have to fill', 'intrinsic', 'PredE')], 'Don will take his kid.': [('Don', 'intrinsic', 'EntE')]}","The CSS tests for the hockey players are today and will last 3 hours, starting 5pm. Hank will bring his son and Don's son as well. Don is glad.",2,0.29365079365079366,0.0,"Don and Hank's kids are going to a hockey test today.
They will have to fill out all the fields and then go to a database of hockey stars.
Don will take his kid.",0.3606837606837607,0.0,"""Do and Hank's kids are going to a hockey test today.""
""They will have to fill out all the fields""
""Don will take his kid."""
80,80,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",structure_aware_bart,Janice's son wants Martina to get him a hamster for his birthday. Martina doesn't want to do it.,SAMSum,"{""Janice's son wants Martina to get him a hamster for his birthday."": [('Martina', 'intrinsic', 'EntE')], ""Martina doesn't want to do it."": [(""doesn't want to do"", 'extrinsic', 'Others')]}",Martina advises against getting a hamster. ,2,0.4722222222222222,0.25,"Janice's son
Martina
get him a hamster for his birthday
doesn't want to do it.",0.47692307692307695,0.0,"""Janice's son wants Martina to get him a hamster for his birthday.""
""Martina doesn't want to do it."""
81,81,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",bart,Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. ,0,0.0,0.0,Janice's son wants her to get him a hamster for his birthday. Martina advises her not to do it as she got one for her son and it stank up the whole house.,0.0,0.0,No inconsistencies found.
82,82,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",condigsum,Janice's son wants her to get him a hamster for his birthday. Martina got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. ,0,0.0,0.0,"Janice's son
wants her to get him a hamster for his birthday
Martina got one for her son and it stank up the whole house.",1.0,1.0,No inconsistent spans.
83,83,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",pegasus,Janice's son is asking her to get him a hamster for his birthday. Martina got one for her son and it stank up the whole house.,SAMSum,{},Martina advises against getting a hamster. ,0,0.0,0.0,Janice's son is asking her to get him a hamster for his birthday. Martina got one for her son and it stank up the whole house.,1.0,1.0,None
84,84,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!",gpt3_finetune,"Janice son would like her to buy him a hamster as a present. Martina got one for her son, but it was smelly.",SAMSum,{},Martina advises against getting a hamster. ,0,0.0,0.0,"Janice son would like her to buy him a hamster as a present. Martina got one for her son, but it was smelly.",1.0,1.0,None
85,85,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",condigsum,Whitney and Shadrack will take Hailey to I-max cinemas on the day Aqua man is released. Shadrack and his girlfriend will accompany them.,SAMSum,"{'Whitney and Shadrack will take Hailey to I-max cinemas on the day Aqua man is released.': [('Whitney and Shadrack', 'intrinsic', 'EntE')]}",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,1,0.35,0.5,"Whitney
Shadrack
will take Hailey to I-max cinemas on the day Aqua man is released
Shadrack and his girlfriend will accompany them.",0.5,0.0,"""Whitney and Shadrack will take Hailey to I-max cinemas"""
86,86,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",structure_aware_bart,Whitney and Hailey are going to I-max cinemas on the day Aqua man is being released.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,0,0.0,0.0,Whitney and Hailey are going to I-max cinemas on the day Aqua man is being released.,1.0,1.0,None
87,87,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",bart,Whitney will take Hailey to I-max cinemas the day Aqua Man is released. Shadrack and his girlfriend will accompany them.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,0,0.0,0.0,"Whitney
will take Hailey to I-max cinemas the day Aqua Man is released.
Shadrack and his girlfriend will accompany them.",1.0,1.0,None
88,88,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",gpt3_finetune,Whitney and Hailey are going to the I-max cinema to see the Aqua man film on a date of its release. Shadrack and his girlfriend will come with them.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,0,0.0,0.0,"Whitney
Hailey
I-max cinema
see
the Aqua man film
on a date of its release
Shadrack
his girlfriend
with them",1.0,1.0,No inconsistent spans.
89,89,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",pegasus,Whitney will take Hailey to I-max on the day Aqua man is released. Shadrack and his girlfriend will be accompanying them. Hailey will break the laws to make time for it.,SAMSum,{},Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.,0,0.0,0.0,"Whitney
will take Hailey to I-max
the day Aqua man is released
Shadrack
his girlfriend
accompanying them
Hailey will break the laws to make time for it.",0.0,0.0,No inconsistencies found.
